PROJECT,WBS ID,DESCRIPTION,ALIAS,E,CAM,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
LRIP5,R512ACTR-4J4G,ACTUATORS SPOILER/RUDERVATOR/AILERON,,W,HHX,LR512ACTR,HHX,4J4G,201104,0.00,144.00,0.00,144.00,0.00,0.00,6387.84,0.00,0.00,22662.00,25691.28,0053,,L
LRIP5,R5ACTRWK-3A4A,ACTUATOR REWORK - RB AVIONICS SHOP,,W,HEX,LR5ACTRWK,HEX,3A4A,201101,0.00,0.00,0.00,2.61,0.00,0.00,0.00,0.00,0.00,0.00,338.38,0053,,L
LRIP5,R5ACTRWK-3A4A,ACTUATOR REWORK - RB AVIONICS SHOP,,W,HEX,LR5ACTRWK,HEX,3A4A,201102,0.00,0.00,0.00,274.61,0.00,0.00,0.00,0.00,0.00,0.00,35602.41,0053,,L
LRIP5,R5ACTRWK-3A4A,ACTUATOR REWORK - RB AVIONICS SHOP,,W,HEX,LR5ACTRWK,HEX,3A4A,201104,0.00,0.00,-3.66,0.00,0.00,-118.31,0.00,0.00,-426.38,0.00,0.00,0053,,L
LRIP5,R5ACTRWK-3A4A,ACTUATOR REWORK - RB AVIONICS SHOP,,W,HEX,LR5ACTRWK,HEX,3A4A,201105,0.00,0.00,0.00,45.77,0.00,0.00,0.00,0.00,0.00,0.00,5774.08,0053,,L
LRIP5,R5ACTRWK-3A4A,ACTUATOR REWORK - RB AVIONICS SHOP,,W,HEX,LR5ACTRWK,HEX,3A4A,201106,0.00,0.00,0.00,45.77,0.00,0.00,0.00,0.00,0.00,0.00,5664.75,0053,,L
LRIP5,R5ACTRWK-3A4A,ACTUATOR REWORK - RB AVIONICS SHOP,,W,HEX,LR5ACTRWK,HEX,3A4A,201107,0.00,0.00,0.00,45.77,0.00,0.00,0.00,0.00,0.00,0.00,5664.75,0053,,L
LRIP5,R5ACTRWK-3A4A,ACTUATOR REWORK - RB AVIONICS SHOP,,W,HEX,LR5ACTRWK,HEX,3A4A,201108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,0053,,L
LRIP5,R5ACTRWK-3A4A,ACTUATOR REWORK - RB AVIONICS SHOP,,W,HEX,LR5ACTRWK,HEX,3A4A,201109,0.00,0.00,43.80,0.00,0.00,1416.84,0.00,0.00,5106.18,0.00,-0.25,0053,,L
LRIP5,R5ACTRWK-3A4A,ACTUATOR REWORK - RB AVIONICS SHOP,,W,HEX,LR5ACTRWK,HEX,3A4A,201110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.25,0053,,L
LRIP5,R5ACTRWK-818H,ACTUATOR REWORK - AVIONICS ENGINEERING,,W,HEX,LR5ACTRWK,HEX,818H,201101,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,1755.30,0053,,L
LRIP5,R5ACTRWK-818H,ACTUATOR REWORK - AVIONICS ENGINEERING,,W,HEX,LR5ACTRWK,HEX,818H,201102,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,1755.30,0053,,L
LRIP5,R5ACTRWK-818H,ACTUATOR REWORK - AVIONICS ENGINEERING,,W,HEX,LR5ACTRWK,HEX,818H,201105,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,869.84,0053,,L
LRIP5,R5ACTRWK-818H,ACTUATOR REWORK - AVIONICS ENGINEERING,,W,HEX,LR5ACTRWK,HEX,818H,201106,0.00,10.60,0.00,6.00,0.00,0.00,536.46,0.00,0.00,1417.65,854.77,0053,,L
LRIP5,R5ACTRWK-818H,ACTUATOR REWORK - AVIONICS ENGINEERING,,W,HEX,LR5ACTRWK,HEX,818H,201107,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,199.45,0053,,L
LRIP5,R5ACTRWK-818H,ACTUATOR REWORK - AVIONICS ENGINEERING,,W,HEX,LR5ACTRWK,HEX,818H,201109,0.00,0.00,5.50,0.00,0.00,306.95,0.00,0.00,833.62,0.00,0.00,0053,,L
LRIP5,R5ACTRWK-3J4A,ACTUATOR REWORK - ENVIRONMENTAL LAB,,W,HEX,LR5ACTRWK,HEX,3J4A,201101,0.00,0.00,0.00,56.90,0.00,0.00,0.00,0.00,0.00,0.00,9865.21,0053,,L
LRIP5,R5ACTRWK-3J4A,ACTUATOR REWORK - ENVIRONMENTAL LAB,,W,HEX,LR5ACTRWK,HEX,3J4A,201102,0.00,0.00,0.00,56.90,0.00,0.00,0.00,0.00,0.00,0.00,9865.21,0053,,L
LRIP5,R5ACTRWK-3J4A,ACTUATOR REWORK - ENVIRONMENTAL LAB,,W,HEX,LR5ACTRWK,HEX,3J4A,201104,0.00,0.00,0.00,56.90,0.00,0.00,0.00,0.00,0.00,0.00,9599.77,0053,,L
LRIP5,R5ACTRWK-3J4A,ACTUATOR REWORK - ENVIRONMENTAL LAB,,W,HEX,LR5ACTRWK,HEX,3J4A,201105,0.00,0.00,0.00,56.90,0.00,0.00,0.00,0.00,0.00,0.00,9599.77,0053,,L
LRIP5,R5ACTRWK-3J4A,ACTUATOR REWORK - ENVIRONMENTAL LAB,,W,HEX,LR5ACTRWK,HEX,3J4A,201106,0.00,0.00,0.00,56.90,0.00,0.00,0.00,0.00,0.00,0.00,9014.48,0053,,L
LRIP5,R5ACTRWK-3J4A,ACTUATOR REWORK - ENVIRONMENTAL LAB,,W,HEX,LR5ACTRWK,HEX,3J4A,201107,0.00,0.00,0.00,56.90,0.00,0.00,0.00,0.00,0.00,0.00,9014.48,0053,,L
LRIP5,R5ACTRWK-3J4A,ACTUATOR REWORK - ENVIRONMENTAL LAB,,W,HEX,LR5ACTRWK,HEX,3J4A,201109,0.00,0.00,5.50,0.00,0.00,257.89,0.00,0.00,929.42,0.00,0.00,0053,,L
LRIP5,R533200Z-814H,BLOCK 20 BALLAST - LBR,,W,HEX,LR533200Z,HEX,814H,201102,0.00,3.50,0.00,0.00,0.00,0.00,119.11,0.00,0.00,314.76,0.00,45,,L
,,,,,,,,,,,,,,,,,,,,,,,
