PROJECT,WBS ID,DESCRIPTION,ALIAS,E,CAM,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
LRIPOC,C7MX4810-811H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HBX,LC7MX4810,HBX,811H,201301,13.40,0.00,0.00,13.40,797.97,0.00,0.00,2302.46,0.00,0.00,2302.46,,0048AA,L
LRIPOC,C7MX4810-815H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HEX,LC7MX4810,HEX,815H,201107,55.20,0.00,55.20,55.20,3054.22,3054.22,0.00,8365.36,8365.36,0.00,7863.84,,0048AA,L
LRIPOC,C7MX4810-815H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HEX,LC7MX4810,HEX,815H,201108,56.40,0.00,56.40,56.40,3120.61,3120.61,0.00,8547.22,8547.22,0.00,8034.16,,0048AA,L
LRIPOC,C7MX4810-815H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HEX,LC7MX4810,HEX,815H,201112,0.00,2.10,0.00,0.00,0.00,0.00,137.80,0.00,0.00,364.15,0.00,,0048AA,L
LRIPOC,C7MX4810-815H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HEX,LC7MX4810,HEX,815H,201205,15.00,0.00,0.00,15.00,860.10,0.00,0.00,2423.50,0.00,0.00,2365.39,,0048AA,L
LRIPOC,C7MX4810-815H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HEX,LC7MX4810,HEX,815H,201302,14.70,0.00,0.00,14.70,875.39,0.00,0.00,2525.83,0.00,0.00,2525.83,,0048AA,L
LRIPOC,C7MX4810-815H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HEX,LC7MX4810,HEX,815H,201303,45.00,0.00,0.00,45.00,2679.75,0.00,0.00,7732.15,0.00,0.00,7732.15,,0048AA,L
LRIPOC,C7MX4810-815H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HEX,LC7MX4810,HEX,815H,201304,45.00,0.00,0.00,45.00,2679.75,0.00,0.00,7732.15,0.00,0.00,7732.15,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201108,6.60,0.00,6.60,0.00,365.18,365.18,0.00,1000.21,1000.21,0.00,0.00,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201109,6.60,13.60,6.60,6.60,365.18,365.18,531.65,1000.21,1000.21,1404.94,940.17,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201110,6.60,0.00,6.60,0.00,365.18,365.18,0.00,1000.21,1000.21,0.00,0.00,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201111,6.60,0.00,6.60,8.90,365.18,365.18,0.00,1000.21,1000.21,0.00,1252.34,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201112,6.60,0.00,6.60,8.80,365.18,365.18,0.00,1000.21,1000.21,0.00,1238.27,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201201,6.60,0.00,6.60,10.60,378.44,378.44,0.00,1066.34,1066.34,0.00,1712.61,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201202,0.00,0.00,0.00,10.60,0.00,0.00,0.00,0.00,0.00,0.00,1689.61,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201203,0.00,0.00,0.00,10.60,0.00,0.00,0.00,0.00,0.00,0.00,1671.54,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201208,6.60,0.00,0.00,7.70,378.44,0.00,0.00,1066.34,0.00,0.00,1214.23,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201209,6.60,0.00,0.00,7.70,378.44,0.00,0.00,1066.34,0.00,0.00,1214.23,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201210,6.60,0.00,0.00,7.70,378.44,0.00,0.00,1066.34,0.00,0.00,1214.23,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201211,6.60,0.00,0.00,7.80,378.44,0.00,0.00,1066.34,0.00,0.00,1230.00,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201212,6.60,0.00,0.00,7.80,378.44,0.00,0.00,1066.34,0.00,0.00,1230.00,,0048AA,L
LRIPOC,C7MX4810-819H0030,Scheduled and Unscheduled Maintenance,Lot 7,W,HJX,LC7MX4810,HJX,819H,201301,6.60,0.00,0.00,7.80,393.03,0.00,0.00,1134.05,0.00,0.00,1340.24,,0048AA,L
LRIPOC,C7CF48AB-4A1GFIT1,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201201,0.00,9.00,0.00,0.00,0.00,0.00,269.44,0.00,0.00,649.29,0.00,,0048AB,L
LRIPOC,C7CF48AB-4A1GFIT1,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201202,0.00,2.00,0.00,0.00,0.00,0.00,56.36,0.00,0.00,124.84,0.00,,0048AB,L
LRIPOC,C7CF48AB-4A1GFIT1,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201203,84.60,0.00,0.00,0.00,2797.72,0.00,0.00,10418.14,0.00,0.00,0.00,,0048AB,L
LRIPOC,C7CF48AB-4A1GFIT1,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201205,0.00,0.00,0.00,82.60,0.00,0.00,0.00,0.00,0.00,0.00,9854.17,,0048AB,L
LRIPOC,C7CF48AB-4A1GFIT2,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201111,11.70,0.00,0.00,0.00,407.04,0.00,0.00,1546.84,0.00,0.00,0.00,,0048AB,L
LRIPOC,C7CF48AB-4A1GFIT2,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201112,0.00,0.00,12.24,0.00,0.00,426.42,0.00,0.00,1621.60,0.00,0.00,,0048AB,L
LRIPOC,C7CF48AB-4A1GFIT2,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201201,0.00,0.00,-1.24,11.70,0.00,-43.87,0.00,0.00,-167.86,0.00,1440.81,,0048AB,L
LRIPOC,C7CF48AB-4A1GFIT2,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201208,84.60,0.00,0.00,84.60,2797.72,0.00,0.00,10418.14,0.00,0.00,10092.77,,0048AB,L
LRIPOC,C7CF48AB-4A1GFIT3,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201205,11.70,0.00,0.00,11.70,386.92,0.00,0.00,1440.81,0.00,0.00,1395.81,,0048AB,L
LRIPOC,C7CF48AB-4A1GFIT3,Chase and Ferry Support CLIN 48AB,,W,HHX,LC7CF48AB,HHX,4A1G,201212,84.60,0.00,0.00,84.60,2797.72,0.00,0.00,10418.14,0.00,0.00,10092.77,,0048AB,L
LRIPOC,C7CF48AB-819H48AB,Chase and Ferry Support CLIN 48AB,,W,HJX,LC7CF48AB,HJX,819H,201203,24.00,0.00,24.00,24.00,1376.16,1376.16,0.00,3877.60,3877.60,0.00,3784.63,,0048AB,L
LRIPOC,C7CF48AB-819H48AB,Chase and Ferry Support CLIN 48AB,,W,HJX,LC7CF48AB,HJX,819H,201204,24.00,0.00,0.00,24.00,1376.16,0.00,0.00,3877.60,0.00,0.00,3784.63,,0048AB,L
LRIPOC,C7CF48AB-819H48AB,Chase and Ferry Support CLIN 48AB,,W,HJX,LC7CF48AB,HJX,819H,201205,24.00,0.00,0.00,24.00,1376.16,0.00,0.00,3877.60,0.00,0.00,3784.63,,0048AB,L
LRIPOC,C7CF48AB-819H48AB,Chase and Ferry Support CLIN 48AB,,W,HJX,LC7CF48AB,HJX,819H,201206,24.00,0.00,0.00,24.00,1376.16,0.00,0.00,3877.60,0.00,0.00,3784.63,,0048AB,L
LRIPOC,C7CF48AB-819H48AB,Chase and Ferry Support CLIN 48AB,,W,HJX,LC7CF48AB,HJX,819H,201207,24.00,0.00,0.00,24.00,1376.16,0.00,0.00,3877.60,0.00,0.00,3784.63,,0048AB,L
LRIPOC,C7CF48AB-819H48AB,Chase and Ferry Support CLIN 48AB,,W,HJX,LC7CF48AB,HJX,819H,201208,24.00,0.00,0.00,24.00,1376.16,0.00,0.00,3877.60,0.00,0.00,3784.63,,0048AB,L
LRIPOC,C7CF48AB-819H48AB,Chase and Ferry Support CLIN 48AB,,W,HJX,LC7CF48AB,HJX,819H,201209,24.00,0.00,0.00,24.00,1376.16,0.00,0.00,3877.60,0.00,0.00,3784.63,,0048AB,L
LRIPOC,C7CF48AB-819H48AB,Chase and Ferry Support CLIN 48AB,,W,HJX,LC7CF48AB,HJX,819H,201210,24.00,0.00,0.00,24.00,1376.16,0.00,0.00,3877.60,0.00,0.00,3784.63,,0048AB,L
LRIPOC,C7CF48AB-819H48AB,Chase and Ferry Support CLIN 48AB,,W,HJX,LC7CF48AB,HJX,819H,201211,24.00,0.00,0.00,24.00,1376.16,0.00,0.00,3877.60,0.00,0.00,3784.63,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201110,0.00,46.90,0.00,0.00,0.00,0.00,1655.09,0.00,0.00,5871.73,0.00,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201111,260.00,0.00,260.00,260.00,9045.40,9045.40,0.00,34374.33,34374.33,0.00,30291.18,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201112,275.00,264.30,275.00,275.00,9567.25,9567.25,8890.32,36357.46,36357.46,31540.00,32038.74,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201201,260.00,1219.90,260.00,260.00,8598.20,8598.20,43534.35,32017.91,32017.91,156221.95,32017.91,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201202,275.00,128.60,275.00,275.00,9094.25,9094.25,4203.94,33865.10,33865.10,15369.32,33865.10,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201203,337.60,0.00,337.60,494.40,11164.43,11164.43,0.00,41574.03,41574.03,0.00,58981.86,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201111,140.00,0.00,140.00,140.00,4870.60,4870.60,0.00,18509.25,18509.25,0.00,16310.63,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201112,148.00,37.00,148.00,148.00,5148.92,5148.92,1318.62,19566.93,19566.93,4678.04,17242.67,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201201,140.00,0.00,140.00,199.00,4629.80,4629.80,0.00,17240.41,17240.41,0.00,24506.02,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201202,148.00,0.00,148.00,200.00,4894.36,4894.36,0.00,18225.58,18225.58,0.00,24629.16,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201203,181.60,0.00,181.60,181.60,6005.51,6005.51,0.00,22363.28,22363.28,0.00,21664.86,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201204,148.30,0.00,0.00,148.30,4904.28,0.00,0.00,18262.52,0.00,0.00,17692.17,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201205,148.30,0.00,0.00,148.30,4904.28,0.00,0.00,18262.52,0.00,0.00,17692.17,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201206,181.00,0.00,0.00,181.00,5985.67,0.00,0.00,22289.39,0.00,0.00,21593.28,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201207,140.00,0.00,0.00,340.00,4629.80,0.00,0.00,17240.41,0.00,0.00,40561.96,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201205,233.70,0.00,0.00,233.70,7728.46,0.00,0.00,28779.18,0.00,0.00,27880.38,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201206,285.00,0.00,0.00,285.00,9424.95,0.00,0.00,35096.56,0.00,0.00,34000.47,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201207,220.70,0.00,0.00,220.70,7298.55,0.00,0.00,27178.28,0.00,0.00,26329.49,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201208,233.80,0.00,0.00,233.80,7731.77,0.00,0.00,28791.49,0.00,0.00,27892.31,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201209,273.30,0.00,0.00,273.30,9038.03,0.00,0.00,33655.75,0.00,0.00,32604.66,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201210,233.80,0.00,0.00,233.80,7731.77,0.00,0.00,28791.49,0.00,0.00,27892.31,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201211,220.70,0.00,0.00,220.70,7298.55,0.00,0.00,27178.28,0.00,0.00,26329.49,,0048AB,L
LRIPOC,C7MX48AB-4A1GFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,4A1G,201212,117.00,0.00,0.00,117.00,3869.19,0.00,0.00,14408.06,0.00,0.00,13958.09,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201112,6.07,0.00,6.07,6.07,335.67,335.67,0.00,919.38,919.38,0.00,853.66,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201201,6.07,0.00,6.07,6.57,347.86,347.86,0.00,980.17,980.17,0.00,1061.94,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201202,6.07,0.00,6.07,7.17,347.86,347.86,0.00,980.17,980.17,0.00,1157.58,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201203,7.58,0.00,7.58,8.69,434.83,434.83,0.00,1225.22,1225.22,0.00,1370.22,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201204,6.07,0.00,0.00,8.17,347.86,0.00,0.00,980.17,0.00,0.00,1288.77,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201205,6.07,0.00,0.00,8.17,347.86,0.00,0.00,980.17,0.00,0.00,1288.77,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201206,7.28,0.00,0.00,9.39,417.44,0.00,0.00,1176.21,0.00,0.00,1480.09,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201207,5.46,0.00,0.00,9.57,313.08,0.00,0.00,882.15,0.00,0.00,1508.48,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201208,6.07,0.00,0.00,8.34,347.86,0.00,0.00,980.17,0.00,0.00,1315.58,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201209,7.28,0.00,0.00,8.39,417.44,0.00,0.00,1176.21,0.00,0.00,1322.40,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201210,6.07,0.00,0.00,7.17,347.86,0.00,0.00,980.17,0.00,0.00,1131.08,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201211,5.76,0.00,0.00,6.87,330.47,0.00,0.00,931.16,0.00,0.00,1083.22,,0048AB,L
LRIPOC,C7MX48AB-810HAF27,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201212,6.07,0.00,0.00,7.14,347.86,0.00,0.00,980.17,0.00,0.00,1126.35,,0048AB,L
LRIPOC,C7MX48AB-810HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201112,65.96,0.00,65.96,65.96,3649.57,3649.57,0.00,9996.00,9996.00,0.00,9281.42,,0048AB,L
LRIPOC,C7MX48AB-810HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201201,16.49,0.00,16.49,38.49,945.54,945.54,0.00,2664.23,2664.23,0.00,6218.70,,0048AB,L
LRIPOC,C7MX48AB-810HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201202,16.49,0.00,16.49,0.00,945.54,945.54,0.00,2664.23,2664.23,0.00,83.51,,0048AB,L
LRIPOC,C7MX48AB-810HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201203,18.96,0.00,18.96,117.90,1087.17,1087.17,0.00,3063.30,3063.30,0.00,18591.97,,0048AB,L
LRIPOC,C7MX48AB-810HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201112,29.03,0.00,29.03,29.03,1606.23,1606.23,0.00,4399.39,4399.39,0.00,4084.90,,0048AB,L
LRIPOC,C7MX48AB-810HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201201,14.52,0.00,14.52,18.66,832.58,832.58,0.00,2345.95,2345.95,0.00,3015.28,,0048AB,L
LRIPOC,C7MX48AB-810HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201202,14.52,0.00,14.52,0.00,832.58,832.58,0.00,2345.95,2345.95,0.00,68.36,,0048AB,L
LRIPOC,C7MX48AB-810HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201203,18.15,0.00,18.15,25.41,1040.72,1040.72,0.00,2932.44,2932.44,0.00,4034.55,,0048AB,L
LRIPOC,C7MX48AB-810HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201204,14.51,0.00,0.00,26.77,832.00,0.00,0.00,2344.33,0.00,0.00,4249.01,,0048AB,L
LRIPOC,C7MX48AB-810HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201205,14.51,0.00,0.00,26.77,832.00,0.00,0.00,2344.33,0.00,0.00,4249.01,,0048AB,L
LRIPOC,C7MX48AB-810HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201206,17.42,0.00,0.00,29.62,998.86,0.00,0.00,2814.49,0.00,0.00,4697.91,,0048AB,L
LRIPOC,C7MX48AB-810HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201207,12.34,0.00,0.00,26.41,707.58,0.00,0.00,1993.73,0.00,0.00,4191.80,,0048AB,L
LRIPOC,C7MX48AB-810HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201205,8.59,0.00,0.00,8.59,492.55,0.00,0.00,1387.86,0.00,0.00,1354.58,,0048AB,L
LRIPOC,C7MX48AB-810HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201206,13.75,0.00,0.00,13.75,788.43,0.00,0.00,2221.54,0.00,0.00,2168.27,,0048AB,L
LRIPOC,C7MX48AB-810HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201207,10.31,0.00,0.00,10.31,591.18,0.00,0.00,1665.75,0.00,0.00,1625.81,,0048AB,L
LRIPOC,C7MX48AB-810HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201208,11.45,0.00,0.00,11.45,656.54,0.00,0.00,1849.94,0.00,0.00,1805.58,,0048AB,L
LRIPOC,C7MX48AB-810HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201209,13.75,0.00,0.00,13.75,788.43,0.00,0.00,2221.54,0.00,0.00,2168.27,,0048AB,L
LRIPOC,C7MX48AB-810HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201210,11.45,0.00,0.00,11.45,656.54,0.00,0.00,1849.94,0.00,0.00,1805.58,,0048AB,L
LRIPOC,C7MX48AB-810HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201211,10.88,0.00,0.00,10.88,623.86,0.00,0.00,1757.85,0.00,0.00,1715.70,,0048AB,L
LRIPOC,C7MX48AB-810HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,H00,LC7MX48AB,H00,810H,201212,8.02,0.00,0.00,8.02,459.87,0.00,0.00,1295.76,0.00,0.00,1264.70,,0048AB,L
LRIPOC,C7MX48AB-811HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HBX,LC7MX48AB,HBX,811H,201203,4.50,0.00,4.50,4.50,258.03,258.03,0.00,727.05,727.05,0.00,709.62,,0048AB,L
LRIPOC,C7MX48AB-811HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HBX,LC7MX48AB,HBX,811H,201207,10.80,0.00,0.00,10.80,619.27,0.00,0.00,1744.92,0.00,0.00,1703.08,,0048AB,L
LRIPOC,C7MX48AB-811HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HBX,LC7MX48AB,HBX,811H,201212,10.80,0.00,0.00,10.80,619.27,0.00,0.00,1744.92,0.00,0.00,1703.08,,0048AB,L
LRIPOC,C7MX48AB-815HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HEX,LC7MX48AB,HEX,815H,201203,28.80,0.00,28.80,28.80,1651.39,1651.39,0.00,4653.12,4653.12,0.00,4541.55,,0048AB,L
LRIPOC,C7MX48AB-815HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HEX,LC7MX48AB,HEX,815H,201111,28.35,0.00,28.35,28.35,1568.61,1568.61,0.00,4296.34,4296.34,0.00,3989.21,,0048AB,L
LRIPOC,C7MX48AB-815HFIT2,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HEX,LC7MX48AB,HEX,815H,201207,28.35,0.00,0.00,28.35,1625.59,0.00,0.00,4580.42,0.00,0.00,4470.59,,0048AB,L
LRIPOC,C7MX48AB-815HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HEX,LC7MX48AB,HEX,815H,201205,28.35,0.00,0.00,28.35,1625.59,0.00,0.00,4580.42,0.00,0.00,4470.59,,0048AB,L
LRIPOC,C7MX48AB-815HFIT3,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HEX,LC7MX48AB,HEX,815H,201212,28.35,0.00,0.00,28.35,1625.59,0.00,0.00,4580.42,0.00,0.00,4470.59,,0048AB,L
LRIPOC,C7MX48AB-816HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,816H,201110,0.00,5.50,0.00,0.00,0.00,0.00,362.23,0.00,0.00,957.23,0.00,,0048AB,L
LRIPOC,C7MX48AB-816HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,816H,201111,14.00,0.00,14.00,14.00,774.62,774.62,0.00,2121.65,2121.65,0.00,1969.98,,0048AB,L
LRIPOC,C7MX48AB-816HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,816H,201112,14.80,4.30,14.80,14.80,818.88,818.88,256.53,2242.89,2242.89,677.90,2082.55,,0048AB,L
LRIPOC,C7MX48AB-816HFIT1,Scheduled and Unscheduled Maintenance CLIN 48AB,,W,HHX,LC7MX48AB,HHX,816H,201201,14.00,57.00,14.00,19.30,802.76,802.76,3483.76,2261.93,2261.93,9711.22,3118.24,,0048AB,L
