PROJECT,WBS ID,DESCRIPTION,ALIAS,E,CAM,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,CA Clin,E
LRIP10,10A41HEX,"AF41 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 30,C,HEX,L10A41HEX,HEX,,201407,12.18,0.00,0.00,12.18,730.19,0.00,0.00,2106.89,0.00,0.00,2134.38,0003,0003,L
LRIP10,10A41HEX,"AF41 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 30,C,HEX,L10A41HEX,HEX,,201408,8.05,0.00,0.00,8.05,482.60,0.00,0.00,1392.49,0.00,0.00,1410.65,0003,0003,L
LRIP10,10A41HEX,"AF41 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 30,C,HEX,L10A41HEX,HEX,,201409,8.05,0.00,0.00,8.05,482.60,0.00,0.00,1392.49,0.00,0.00,1410.65,0003,0003,L
LRIP10,10A41HEX,"AF41 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 30,C,HEX,L10A41HEX,HEX,,201410,1.92,0.00,0.00,1.92,115.10,0.00,0.00,332.12,0.00,0.00,336.45,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201205,21.90,0.00,0.00,21.90,714.16,0.00,0.00,2659.38,0.00,0.00,2612.67,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201206,718.30,0.00,0.00,718.30,23423.76,0.00,0.00,87225.23,0.00,0.00,85693.11,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201207,658.60,0.00,0.00,658.60,21476.95,0.00,0.00,79975.69,0.00,0.00,78570.91,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201208,686.80,0.00,0.00,686.80,22396.55,0.00,0.00,83400.09,0.00,0.00,81935.16,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201209,400.40,0.00,0.00,400.40,13057.04,0.00,0.00,48621.72,0.00,0.00,47767.68,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201210,320.20,0.00,0.00,320.20,10441.72,0.00,0.00,38882.80,0.00,0.00,38199.82,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201211,348.00,0.00,0.00,348.00,11348.28,0.00,0.00,42258.64,0.00,0.00,41516.36,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201212,447.70,0.00,0.00,447.70,14599.50,0.00,0.00,54365.50,0.00,0.00,53410.56,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201301,503.70,0.00,0.00,503.70,16843.73,0.00,0.00,64062.52,0.00,0.00,62515.19,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201302,379.10,0.00,0.00,379.10,12677.10,0.00,0.00,48215.41,0.00,0.00,47050.84,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201303,620.80,0.00,0.00,620.80,20759.55,0.00,0.00,78955.75,0.00,0.00,77048.70,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201304,775.90,0.00,0.00,775.90,25946.10,0.00,0.00,98681.97,0.00,0.00,96298.46,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201305,582.00,0.00,0.00,582.00,19462.08,0.00,0.00,74021.02,0.00,0.00,72233.15,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201306,720.90,0.00,0.00,720.90,24106.90,0.00,0.00,91686.86,0.00,0.00,89472.30,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201307,1008.90,0.00,0.00,1008.90,33737.62,0.00,0.00,128315.82,0.00,0.00,125216.54,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201308,849.60,0.00,0.00,849.60,28410.62,0.00,0.00,108055.43,0.00,0.00,105445.51,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201309,1086.50,0.00,0.00,1086.50,36332.56,0.00,0.00,138185.29,0.00,0.00,134847.63,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201310,1654.20,0.00,0.00,1654.20,55316.45,0.00,0.00,210387.58,0.00,0.00,205305.98,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201311,1240.60,0.00,0.00,1240.60,41485.66,0.00,0.00,157784.32,0.00,0.00,153973.28,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201312,821.00,0.00,0.00,821.00,27454.24,0.00,0.00,104417.97,0.00,0.00,101895.91,0003,0003,L
LRIP10,10A41HHX,AF39 Manufacturing at Moss Point and Palmdale,Block 30,C,HHX,,HHX,,201401,724.50,0.00,0.00,724.50,25038.72,0.00,0.00,95230.91,0.00,0.00,94754.96,0003,0003,L
LRIP10,10A41HJX,AV IPT - AF41 Section 1100 Support,Block 30,C,HJX,L10A41HJX,HJX,,201401,120.00,0.00,0.00,120.00,7194.00,0.00,0.00,20757.56,0.00,0.00,21028.36,0003,0003,L
LRIP10,10A41HJX,AV IPT - AF41 Section 1100 Support,Block 30,C,HJX,L10A41HJX,HJX,,201407,12.50,0.00,0.00,12.50,749.38,0.00,0.00,2162.25,0.00,0.00,2190.45,0003,0003,L
LRIP10,10A41HJX,AV IPT - AF41 Section 1100 Support,Block 30,C,HJX,L10A41HJX,HJX,,201408,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0003,0003,L
LRIP10,10A41HJX,AV IPT - AF41 Section 1100 Support,Block 30,C,HJX,L10A41HJX,HJX,,201409,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0003,0003,L
LRIP10,10A41HJX,AV IPT - AF41 Section 1100 Support,Block 30,C,HJX,L10A41HJX,HJX,,201410,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0003,0003,L
LRIP10,10A39HBX,AV IPT - AF39 Weight & Balance Tests,Block 40,C,HBX,L10A39HBX,HBX,,201307,6.00,0.00,0.00,6.00,348.12,0.00,0.00,1004.46,0.00,0.00,990.31,0004,0004,L
LRIP10,10A39HBX,AV IPT - AF39 Weight & Balance Tests,Block 40,C,HBX,L10A39HBX,HBX,,201308,43.23,0.00,0.00,43.23,2508.25,0.00,0.00,7237.30,0.00,0.00,7135.29,0004,0004,L
LRIP10,10A39HBX,AV IPT - AF39 Weight & Balance Tests,Block 40,C,HBX,L10A39HBX,HBX,,201309,42.20,0.00,0.00,42.20,2448.32,0.00,0.00,7064.37,0.00,0.00,6964.80,0004,0004,L
LRIP10,10A39HBX,AV IPT - AF39 Weight & Balance Tests,Block 40,C,HBX,L10A39HBX,HBX,,201310,31.75,0.00,0.00,31.75,1841.90,0.00,0.00,5314.63,0.00,0.00,5239.72,0004,0004,L
LRIP10,10A39HBX,AV IPT - AF39 Weight & Balance Tests,Block 40,C,HBX,L10A39HBX,HBX,,201311,22.86,0.00,0.00,22.86,1326.17,0.00,0.00,3826.53,0.00,0.00,3772.60,0004,0004,L
LRIP10,10A39HBX,AV IPT - AF39 Weight & Balance Tests,Block 40,C,HBX,L10A39HBX,HBX,,201312,14.47,0.00,0.00,14.47,839.45,0.00,0.00,2422.14,0.00,0.00,2388.00,0004,0004,L
LRIP10,10A39HBX,AV IPT - AF39 Weight & Balance Tests,Block 40,C,HBX,L10A39HBX,HBX,,201401,2.20,0.00,0.00,2.20,131.89,0.00,0.00,380.56,0.00,0.00,385.52,0004,0004,L
LRIP10,10A39HBX,AV IPT - AF39 Weight & Balance Tests,Block 40,C,HBX,L10A39HBX,HBX,,201402,2.00,0.00,0.00,2.00,119.90,0.00,0.00,345.96,0.00,0.00,350.47,0004,0004,L
LRIP10,10A39HBX,AV IPT - AF39 Weight & Balance Tests,Block 40,C,HBX,L10A39HBX,HBX,,201403,1.70,0.00,0.00,1.70,101.92,0.00,0.00,294.07,0.00,0.00,297.90,0004,0004,L
LRIP10,10A39HDX,AV IPT - AF39 Static Proof Test,Block 40,C,HDX,L10A39HDX,HDX,,201202,43.20,0.00,0.00,0.00,2443.82,0.00,0.00,6885.95,0.00,0.00,0.00,0004,0004,L
LRIP10,10A39HDX,AV IPT - AF39 Static Proof Test,Block 40,C,HDX,L10A39HDX,HDX,,201209,21.87,0.00,0.00,21.87,1237.19,0.00,0.00,3486.01,0.00,0.00,3448.74,0004,0004,L
LRIP10,10A39HDX,AV IPT - AF39 Static Proof Test,Block 40,C,HDX,L10A39HDX,HDX,,201210,3.07,0.00,0.00,3.07,173.67,0.00,0.00,489.35,0.00,0.00,484.12,0004,0004,L
LRIP10,10A39HDX,AV IPT - AF39 Static Proof Test,Block 40,C,HDX,L10A39HDX,HDX,,201211,2.67,0.00,0.00,2.67,151.04,0.00,0.00,425.59,0.00,0.00,421.04,0004,0004,L
LRIP10,10A39HDX,AV IPT - AF39 Static Proof Test,Block 40,C,HDX,L10A39HDX,HDX,,201212,0.40,0.00,0.00,43.60,22.63,0.00,0.00,63.76,0.00,0.00,6875.40,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201208,15.00,0.00,0.00,15.00,489.15,0.00,0.00,1821.49,0.00,0.00,1789.50,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201209,14.25,0.00,0.00,14.25,464.69,0.00,0.00,1730.42,0.00,0.00,1700.02,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201210,42.55,0.00,0.00,42.55,1387.56,0.00,0.00,5166.97,0.00,0.00,5076.21,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201211,42.77,0.00,0.00,42.77,1394.73,0.00,0.00,5193.68,0.00,0.00,5102.46,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201212,64.25,0.00,0.00,64.25,2095.19,0.00,0.00,7802.06,0.00,0.00,7665.02,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201301,94.23,0.00,0.00,94.23,3151.05,0.00,0.00,11984.54,0.00,0.00,11695.07,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201302,85.67,0.00,0.00,85.67,2864.80,0.00,0.00,10895.84,0.00,0.00,10632.67,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201303,387.01,0.00,0.00,387.01,12941.61,0.00,0.00,49221.43,0.00,0.00,48032.56,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201304,421.00,0.00,0.00,421.00,14078.24,0.00,0.00,53544.41,0.00,0.00,52251.13,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201305,344.47,0.00,0.00,344.47,11519.08,0.00,0.00,43811.03,0.00,0.00,42752.84,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201306,14.98,0.00,0.00,14.98,869.14,0.00,0.00,2507.81,0.00,0.00,2472.47,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201307,36.62,0.00,0.00,36.62,2124.69,0.00,0.00,6130.58,0.00,0.00,6044.18,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201308,36.62,0.00,0.00,36.62,2124.69,0.00,0.00,6130.58,0.00,0.00,6044.18,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201309,51.28,0.00,0.00,51.28,2975.27,0.00,0.00,8584.83,0.00,0.00,8463.83,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201310,75.90,0.00,0.00,75.90,4403.72,0.00,0.00,12706.48,0.00,0.00,12527.39,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201311,52.80,0.00,0.00,52.80,3063.46,0.00,0.00,8839.29,0.00,0.00,8714.70,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201402,8.80,0.00,0.00,8.80,527.56,0.00,0.00,1522.22,0.00,0.00,1542.08,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201403,16.80,0.00,0.00,16.80,1007.16,0.00,0.00,2906.06,0.00,0.00,2943.97,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201404,15.93,0.00,0.00,15.93,955.00,0.00,0.00,2755.57,0.00,0.00,2791.51,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201405,8.05,0.00,0.00,8.05,482.60,0.00,0.00,1392.49,0.00,0.00,1410.65,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201406,8.05,0.00,0.00,8.05,482.60,0.00,0.00,1392.49,0.00,0.00,1410.65,0004,0004,L
LRIP10,10A39HEX,"AF39 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A39HEX,HEX,,201407,5.37,0.00,0.00,5.37,321.93,0.00,0.00,928.90,0.00,0.00,941.02,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201203,550.20,0.00,0.00,550.20,17942.02,0.00,0.00,66812.36,0.00,0.00,65638.80,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201204,691.00,0.00,0.00,691.00,22533.51,0.00,0.00,83910.11,0.00,0.00,82436.22,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201205,691.00,0.00,0.00,691.00,22533.51,0.00,0.00,83910.11,0.00,0.00,82436.22,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201206,403.10,0.00,0.00,403.10,13145.09,0.00,0.00,48949.59,0.00,0.00,48089.78,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201207,282.40,0.00,0.00,282.40,9209.06,0.00,0.00,34292.64,0.00,0.00,33690.29,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201208,343.00,0.00,0.00,343.00,11185.23,0.00,0.00,41651.47,0.00,0.00,40919.86,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201209,479.10,0.00,0.00,479.10,15623.45,0.00,0.00,58178.49,0.00,0.00,57156.58,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201210,403.40,0.00,0.00,403.40,13154.87,0.00,0.00,48986.02,0.00,0.00,48125.57,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201211,369.30,0.00,0.00,369.30,12042.87,0.00,0.00,44845.16,0.00,0.00,44057.45,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201212,533.30,0.00,0.00,533.30,17390.91,0.00,0.00,64760.15,0.00,0.00,63622.63,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201301,599.90,0.00,0.00,599.90,20060.66,0.00,0.00,76297.61,0.00,0.00,74454.76,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201302,533.30,0.00,0.00,533.30,17833.55,0.00,0.00,67827.16,0.00,0.00,66188.90,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201303,590.70,0.00,0.00,590.70,19753.01,0.00,0.00,75127.52,0.00,0.00,73312.93,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201304,954.20,0.00,0.00,954.20,31908.45,0.00,0.00,121358.86,0.00,0.00,118427.62,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201305,715.60,0.00,0.00,715.60,23929.66,0.00,0.00,91012.79,0.00,0.00,88814.51,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201306,967.60,0.00,0.00,967.60,32356.54,0.00,0.00,123063.12,0.00,0.00,120090.72,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201307,1460.70,0.00,0.00,1460.70,48845.81,0.00,0.00,185777.50,0.00,0.00,181290.32,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201308,1230.10,0.00,0.00,1230.10,41134.54,0.00,0.00,156448.89,0.00,0.00,152670.11,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201309,615.00,0.00,0.00,615.00,20565.60,0.00,0.00,78218.09,0.00,0.00,76328.85,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201310,536.00,0.00,0.00,536.00,17923.84,0.00,0.00,68170.56,0.00,0.00,66524.00,0004,0004,L
LRIP10,10A39HHX,AF-39 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201311,536.00,0.00,0.00,536.00,17923.84,0.00,0.00,68170.56,0.00,0.00,66524.00,0004,0004,L
LRIP10,10A39HJX,AV IPT - AF39 Section 1100 Support,Block 40,C,HJX,L10A39HJX,HJX,,201311,90.00,0.00,0.00,90.00,5221.80,0.00,0.00,15066.97,0.00,0.00,14854.61,0004,0004,L
LRIP10,10A39HJX,AV IPT - AF39 Section 1100 Support,Block 40,C,HJX,L10A39HJX,HJX,,201312,30.00,0.00,0.00,30.00,1740.60,0.00,0.00,5022.32,0.00,0.00,4951.54,0004,0004,L
LRIP10,10A39HJX,AV IPT - AF39 Section 1100 Support,Block 40,C,HJX,L10A39HJX,HJX,,201404,12.50,0.00,0.00,12.50,749.38,0.00,0.00,2162.25,0.00,0.00,2190.45,0004,0004,L
LRIP10,10A39HJX,AV IPT - AF39 Section 1100 Support,Block 40,C,HJX,L10A39HJX,HJX,,201405,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0004,0004,L
LRIP10,10A39HJX,AV IPT - AF39 Section 1100 Support,Block 40,C,HJX,L10A39HJX,HJX,,201406,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0004,0004,L
LRIP10,10A39HJX,AV IPT - AF39 Section 1100 Support,Block 40,C,HJX,L10A39HJX,HJX,,201407,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0004,0004,L
LRIP10,10A42HBX,AV IPT - AF42 Weight & Balance Tests,Block 40,C,HBX,L10A42HBX,HBX,,201401,43.08,0.00,0.00,43.08,2582.46,0.00,0.00,7451.43,0.00,0.00,7548.64,0004,0004,L
LRIP10,10A42HBX,AV IPT - AF42 Weight & Balance Tests,Block 40,C,HBX,L10A42HBX,HBX,,201402,47.08,0.00,0.00,47.08,2822.55,0.00,0.00,8144.19,0.00,0.00,8250.44,0004,0004,L
LRIP10,10A42HBX,AV IPT - AF42 Weight & Balance Tests,Block 40,C,HBX,L10A42HBX,HBX,,201403,25.40,0.00,0.00,25.40,1522.54,0.00,0.00,4393.13,0.00,0.00,4450.45,0004,0004,L
LRIP10,10A42HBX,AV IPT - AF42 Weight & Balance Tests,Block 40,C,HBX,L10A42HBX,HBX,,201404,31.75,0.00,0.00,31.75,1903.17,0.00,0.00,5491.42,0.00,0.00,5563.06,0004,0004,L
LRIP10,10A42HBX,AV IPT - AF42 Weight & Balance Tests,Block 40,C,HBX,L10A42HBX,HBX,,201405,13.60,0.00,0.00,13.60,815.22,0.00,0.00,2352.25,0.00,0.00,2382.94,0004,0004,L
LRIP10,10A42HBX,AV IPT - AF42 Weight & Balance Tests,Block 40,C,HBX,L10A42HBX,HBX,,201406,2.00,0.00,0.00,2.00,119.90,0.00,0.00,345.96,0.00,0.00,350.47,0004,0004,L
LRIP10,10A42HBX,AV IPT - AF42 Weight & Balance Tests,Block 40,C,HBX,L10A42HBX,HBX,,201407,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0004,0004,L
LRIP10,10A42HBX,AV IPT - AF42 Weight & Balance Tests,Block 40,C,HBX,L10A42HBX,HBX,,201408,1.00,0.00,0.00,1.00,59.95,0.00,0.00,172.98,0.00,0.00,175.24,0004,0004,L
LRIP10,10A42HDX,AV IPT - AF42 Static Proof Test,Block 40,C,HDX,L10A42HDX,HDX,,201207,21.60,0.00,0.00,21.60,1221.91,0.00,0.00,3442.98,0.00,0.00,3406.16,0004,0004,L
LRIP10,10A42HDX,AV IPT - AF42 Static Proof Test,Block 40,C,HDX,L10A42HDX,HDX,,201208,21.60,0.00,0.00,21.60,1221.91,0.00,0.00,3442.98,0.00,0.00,3406.16,0004,0004,L
LRIP10,10A42HDX,AV IPT - AF42 Static Proof Test,Block 40,C,HDX,L10A42HDX,HDX,,201301,20.40,0.00,0.00,20.40,1183.61,0.00,0.00,3415.18,0.00,0.00,3367.05,0004,0004,L
LRIP10,10A42HDX,AV IPT - AF42 Static Proof Test,Block 40,C,HDX,L10A42HDX,HDX,,201302,2.67,0.00,0.00,2.67,154.91,0.00,0.00,446.99,0.00,0.00,440.69,0004,0004,L
LRIP10,10A42HDX,AV IPT - AF42 Static Proof Test,Block 40,C,HDX,L10A42HDX,HDX,,201303,2.80,0.00,0.00,2.80,162.46,0.00,0.00,468.75,0.00,0.00,462.14,0004,0004,L
LRIP10,10A42HDX,AV IPT - AF42 Static Proof Test,Block 40,C,HDX,L10A42HDX,HDX,,201304,2.13,0.00,0.00,2.13,123.58,0.00,0.00,356.59,0.00,0.00,351.56,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201301,6.75,0.00,0.00,6.75,225.72,0.00,0.00,858.49,0.00,0.00,837.76,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201302,15.00,0.00,0.00,15.00,501.60,0.00,0.00,1907.76,0.00,0.00,1861.68,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201303,26.75,0.00,0.00,26.75,894.52,0.00,0.00,3402.17,0.00,0.00,3319.99,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201304,40.70,0.00,0.00,40.70,1361.01,0.00,0.00,5176.38,0.00,0.00,5051.36,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201305,73.60,0.00,0.00,73.60,2461.18,0.00,0.00,9360.73,0.00,0.00,9134.64,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201306,84.00,0.00,0.00,84.00,2808.96,0.00,0.00,10683.45,0.00,0.00,10425.40,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201307,92.40,0.00,0.00,92.40,3089.86,0.00,0.00,11751.79,0.00,0.00,11467.94,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201308,354.00,0.00,0.00,354.00,11837.76,0.00,0.00,45023.09,0.00,0.00,43935.63,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201309,374.67,0.00,0.00,374.67,12528.96,0.00,0.00,47651.99,0.00,0.00,46501.02,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201310,412.13,0.00,0.00,412.13,13781.63,0.00,0.00,52416.29,0.00,0.00,51150.26,0004,0004,L
