PROJECT,WBS ID,DESCRIPTION,ALIAS,E,CAM,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,CA Clin,E
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201311,23.30,0.00,0.00,23.30,1351.87,0.00,0.00,3900.67,0.00,0.00,3845.69,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201312,24.97,0.00,0.00,24.97,1448.76,0.00,0.00,4180.25,0.00,0.00,4121.33,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201401,36.62,0.00,0.00,36.62,2195.37,0.00,0.00,6334.51,0.00,0.00,6417.15,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201402,76.87,0.00,0.00,76.87,4608.36,0.00,0.00,13296.94,0.00,0.00,13470.42,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201403,106.45,0.00,0.00,106.45,6381.68,0.00,0.00,18413.68,0.00,0.00,18653.91,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201406,8.80,0.00,0.00,8.80,527.56,0.00,0.00,1522.22,0.00,0.00,1542.08,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201407,17.60,0.00,0.00,17.60,1055.12,0.00,0.00,3044.44,0.00,0.00,3084.16,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201408,15.13,0.00,0.00,15.13,907.04,0.00,0.00,2617.18,0.00,0.00,2651.33,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201409,8.05,0.00,0.00,8.05,482.60,0.00,0.00,1392.49,0.00,0.00,1410.65,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201410,8.82,0.00,0.00,8.82,528.76,0.00,0.00,1525.68,0.00,0.00,1545.58,0004,0004,L
LRIP10,10A42HEX,"AF42 Assy/Test of Elec Comp, Factory ATP Supt, and FT Support",Block 40,C,HEX,L10A42HEX,HEX,,201411,4.60,0.00,0.00,4.60,275.77,0.00,0.00,795.71,0.00,0.00,806.09,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201208,85.00,0.00,0.00,85.00,2771.85,0.00,0.00,10321.79,0.00,0.00,10140.49,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201209,760.10,0.00,0.00,760.10,24786.86,0.00,0.00,92301.12,0.00,0.00,90679.84,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201210,719.90,0.00,0.00,719.90,23475.94,0.00,0.00,87419.52,0.00,0.00,85883.99,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201211,568.60,0.00,0.00,568.60,18542.05,0.00,0.00,69046.73,0.00,0.00,67833.92,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201212,326.20,0.00,0.00,326.20,10637.38,0.00,0.00,39611.40,0.00,0.00,38915.62,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201301,382.50,0.00,0.00,382.50,12790.80,0.00,0.00,48647.84,0.00,0.00,47472.82,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201302,440.90,0.00,0.00,440.90,14743.70,0.00,0.00,56075.37,0.00,0.00,54720.96,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201303,541.90,0.00,0.00,541.90,18121.14,0.00,0.00,68920.95,0.00,0.00,67256.26,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201304,541.90,0.00,0.00,541.90,18121.14,0.00,0.00,68920.95,0.00,0.00,67256.26,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201305,685.80,0.00,0.00,685.80,22933.15,0.00,0.00,87222.71,0.00,0.00,85115.97,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201306,731.50,0.00,0.00,731.50,24461.36,0.00,0.00,93035.01,0.00,0.00,90787.89,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201307,868.70,0.00,0.00,868.70,29049.33,0.00,0.00,110484.64,0.00,0.00,107816.05,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201308,789.70,0.00,0.00,789.70,26407.57,0.00,0.00,100437.11,0.00,0.00,98011.20,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201309,834.90,0.00,0.00,834.90,27919.06,0.00,0.00,106185.82,0.00,0.00,103621.06,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201310,1043.70,0.00,0.00,1043.70,34901.33,0.00,0.00,132741.82,0.00,0.00,129535.64,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201311,1149.80,0.00,0.00,1149.80,38449.31,0.00,0.00,146236.03,0.00,0.00,142703.92,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201312,1197.70,0.00,0.00,1197.70,40051.09,0.00,0.00,152328.14,0.00,0.00,148648.88,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201401,1368.80,0.00,0.00,1368.80,47305.73,0.00,0.00,179920.04,0.00,0.00,179020.83,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201402,1054.70,0.00,0.00,1054.70,36450.43,0.00,0.00,138633.60,0.00,0.00,137940.73,0004,0004,L
LRIP10,10A42HHX,AF-42 Manufacturing at Moss Point and Palmdale,Block 40,C,HHX,,HHX,,201403,740.70,0.00,0.00,740.70,25598.59,0.00,0.00,97360.30,0.00,0.00,96873.71,0004,0004,L
LRIP10,10A42HJX,AV IPT - AF42 Section 1100 Support,Block 40,C,HJX,L10A42HJX,HJX,,201403,120.00,0.00,0.00,120.00,7194.00,0.00,0.00,20757.56,0.00,0.00,21028.36,0004,0004,L
LRIP10,10A42HJX,AV IPT - AF42 Section 1100 Support,Block 40,C,HJX,L10A42HJX,HJX,,201408,12.50,0.00,0.00,12.50,749.38,0.00,0.00,2162.25,0.00,0.00,2190.45,0004,0004,L
LRIP10,10A42HJX,AV IPT - AF42 Section 1100 Support,Block 40,C,HJX,L10A42HJX,HJX,,201409,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0004,0004,L
LRIP10,10A42HJX,AV IPT - AF42 Section 1100 Support,Block 40,C,HJX,L10A42HJX,HJX,,201410,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0004,0004,L
LRIP10,10A42HJX,AV IPT - AF42 Section 1100 Support,Block 40,C,HJX,L10A42HJX,HJX,,201411,2.50,0.00,0.00,2.50,149.88,0.00,0.00,432.45,0.00,0.00,438.09,0004,0004,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201203,134.12,0.00,134.12,134.12,4395.11,4395.11,0.00,16366.49,16366.49,0.00,16079.01,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201204,109.49,0.00,0.00,109.49,3587.99,0.00,0.00,13360.92,0.00,0.00,13126.23,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201205,109.49,0.00,0.00,109.49,3587.99,0.00,0.00,13360.92,0.00,0.00,13126.23,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201206,133.44,0.00,0.00,133.44,4372.83,0.00,0.00,16283.51,0.00,0.00,15997.48,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201207,97.17,0.00,0.00,97.17,3184.26,0.00,0.00,11857.53,0.00,0.00,11649.25,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201208,109.49,0.00,0.00,109.49,3587.99,0.00,0.00,13360.92,0.00,0.00,13126.23,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201209,127.96,0.00,0.00,127.96,4193.25,0.00,0.00,15614.79,0.00,0.00,15340.51,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201210,109.49,0.00,0.00,109.49,3587.99,0.00,0.00,13360.92,0.00,0.00,13126.23,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201211,103.33,0.00,0.00,103.33,3386.12,0.00,0.00,12609.22,0.00,0.00,12387.74,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201212,82.12,0.00,0.00,82.12,2691.07,0.00,0.00,10020.99,0.00,0.00,9844.98,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201301,121.81,0.00,0.00,121.81,4094.03,0.00,0.00,15571.03,0.00,0.00,15194.93,0006,0006,L
LRIP10,10MECH00,Material Engineering Coordination,All up,C,H00,L10MECH00,H00,,201302,109.49,0.00,0.00,109.49,3679.96,0.00,0.00,13996.16,0.00,0.00,13658.10,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201203,164.00,0.00,164.00,164.00,7973.68,7973.68,0.00,29692.33,29692.33,0.00,29170.78,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201204,155.00,0.00,0.00,155.00,7536.10,0.00,0.00,28062.87,0.00,0.00,27569.94,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201205,155.00,0.00,0.00,155.00,7536.10,0.00,0.00,28062.87,0.00,0.00,27569.94,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201206,189.00,0.00,0.00,189.00,9189.18,0.00,0.00,34218.60,0.00,0.00,33617.54,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201207,138.00,0.00,0.00,138.00,6709.56,0.00,0.00,24985.01,0.00,0.00,24546.14,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201208,155.00,0.00,0.00,155.00,7536.10,0.00,0.00,28062.87,0.00,0.00,27569.94,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201209,181.00,0.00,0.00,181.00,8800.22,0.00,0.00,32770.19,0.00,0.00,32194.58,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201210,155.00,0.00,0.00,155.00,7536.10,0.00,0.00,28062.87,0.00,0.00,27569.94,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201211,146.00,0.00,0.00,146.00,7098.52,0.00,0.00,26433.41,0.00,0.00,25969.11,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201212,155.00,0.00,0.00,155.00,7536.10,0.00,0.00,28062.87,0.00,0.00,27569.94,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201301,173.00,0.00,0.00,173.00,8625.78,0.00,0.00,32806.82,0.00,0.00,32014.42,0006,0006,L
LRIP10,10MIEHHX,UMS IE Support to MPS,All up,C,HHX,L10MIEHHX,HHX,,201302,155.00,0.00,0.00,155.00,7728.30,0.00,0.00,29393.40,0.00,0.00,28683.44,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201203,282.00,0.00,282.00,282.00,13710.84,13710.84,0.00,51056.32,51056.32,0.00,50159.51,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201204,267.00,0.00,0.00,267.00,12981.54,0.00,0.00,48340.56,0.00,0.00,47491.45,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201205,267.00,0.00,0.00,267.00,12981.54,0.00,0.00,48340.56,0.00,0.00,47491.45,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201206,326.00,0.00,0.00,326.00,15850.12,0.00,0.00,59022.56,0.00,0.00,57985.82,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201207,237.00,0.00,0.00,237.00,11522.94,0.00,0.00,42909.04,0.00,0.00,42155.33,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201208,267.00,0.00,0.00,267.00,12981.54,0.00,0.00,48340.56,0.00,0.00,47491.45,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201209,312.00,0.00,0.00,312.00,15169.44,0.00,0.00,56487.84,0.00,0.00,55495.63,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201210,267.00,0.00,0.00,267.00,12981.54,0.00,0.00,48340.56,0.00,0.00,47491.45,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201211,252.00,0.00,0.00,252.00,12252.24,0.00,0.00,45624.80,0.00,0.00,44823.39,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201212,267.00,0.00,0.00,267.00,12981.54,0.00,0.00,48340.56,0.00,0.00,47491.45,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201301,297.00,0.00,0.00,297.00,14808.42,0.00,0.00,56321.54,0.00,0.00,54961.18,0006,0006,L
LRIP10,10MMEHHX,ME Project Support to Mississippi,All up,C,HHX,L10MMEHHX,HHX,,201302,267.00,0.00,0.00,267.00,13312.62,0.00,0.00,50632.50,0.00,0.00,49409.55,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201203,30.00,0.00,30.00,30.00,978.30,978.30,0.00,3642.99,3642.99,0.00,3579.00,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201204,29.00,0.00,0.00,29.00,945.69,0.00,0.00,3521.55,0.00,0.00,3459.70,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201205,29.00,0.00,0.00,29.00,945.69,0.00,0.00,3521.55,0.00,0.00,3459.70,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201206,35.00,0.00,0.00,35.00,1141.35,0.00,0.00,4250.15,0.00,0.00,4175.50,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201207,25.00,0.00,0.00,25.00,815.25,0.00,0.00,3035.82,0.00,0.00,2982.50,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201208,29.00,0.00,0.00,29.00,945.69,0.00,0.00,3521.55,0.00,0.00,3459.70,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201209,33.00,0.00,0.00,33.00,1076.13,0.00,0.00,4007.28,0.00,0.00,3936.90,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201210,29.00,0.00,0.00,29.00,945.69,0.00,0.00,3521.55,0.00,0.00,3459.70,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201211,27.00,0.00,0.00,27.00,880.47,0.00,0.00,3278.69,0.00,0.00,3221.10,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201212,29.00,0.00,0.00,29.00,945.69,0.00,0.00,3521.55,0.00,0.00,3459.70,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201301,32.00,0.00,0.00,32.00,1070.08,0.00,0.00,4069.88,0.00,0.00,3971.58,0006,0006,L
LRIP10,10MMFHHX,MFG SPT: Manufacturing Support to MPS,All up,C,HHX,L10MMFHHX,HHX,,201302,29.00,0.00,0.00,29.00,969.76,0.00,0.00,3688.33,0.00,0.00,3599.25,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201203,30.00,0.00,30.00,30.00,1099.20,1099.20,0.00,3097.21,3097.21,0.00,3064.09,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201204,29.00,0.00,0.00,29.00,1062.56,0.00,0.00,2993.97,0.00,0.00,2961.96,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201205,29.00,0.00,0.00,29.00,1062.56,0.00,0.00,2993.97,0.00,0.00,2961.96,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201206,35.00,0.00,0.00,35.00,1282.40,0.00,0.00,3613.41,0.00,0.00,3574.78,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201207,25.00,0.00,0.00,25.00,916.00,0.00,0.00,2581.01,0.00,0.00,2553.41,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201208,29.00,0.00,0.00,29.00,1062.56,0.00,0.00,2993.97,0.00,0.00,2961.96,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201209,33.00,0.00,0.00,33.00,1209.12,0.00,0.00,3406.93,0.00,0.00,3370.50,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201210,29.00,0.00,0.00,29.00,1062.56,0.00,0.00,2993.97,0.00,0.00,2961.96,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201211,27.00,0.00,0.00,27.00,989.28,0.00,0.00,2787.49,0.00,0.00,2757.69,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201212,29.00,0.00,0.00,29.00,1062.56,0.00,0.00,2993.97,0.00,0.00,2961.96,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201301,32.00,0.00,0.00,32.00,1202.56,0.00,0.00,3469.86,0.00,0.00,3420.96,0006,0006,L
LRIP10,10PFTHHX,PMC GH FOTO,All up,C,HHX,L10PFTHHX,HHX,,201302,29.00,0.00,0.00,29.00,1089.82,0.00,0.00,3144.56,0.00,0.00,3100.24,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201203,478.00,0.00,478.00,478.00,23240.36,23240.36,0.00,86542.27,86542.27,0.00,85022.15,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201204,453.00,0.00,0.00,453.00,22024.86,0.00,0.00,82016.01,0.00,0.00,80575.39,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201205,453.00,0.00,0.00,453.00,22024.86,0.00,0.00,82016.01,0.00,0.00,80575.39,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201206,552.00,0.00,0.00,552.00,26838.24,0.00,0.00,99940.03,0.00,0.00,98184.58,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201207,402.00,0.00,0.00,402.00,19545.24,0.00,0.00,72782.42,0.00,0.00,71503.98,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201208,453.00,0.00,0.00,453.00,22024.86,0.00,0.00,82016.01,0.00,0.00,80575.39,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201209,529.00,0.00,0.00,529.00,25719.98,0.00,0.00,95775.86,0.00,0.00,94093.55,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201210,453.00,0.00,0.00,453.00,22024.86,0.00,0.00,82016.01,0.00,0.00,80575.39,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201211,427.00,0.00,0.00,427.00,20760.74,0.00,0.00,77308.68,0.00,0.00,75950.75,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201212,453.00,0.00,0.00,453.00,22024.86,0.00,0.00,82016.01,0.00,0.00,80575.39,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201301,504.00,0.00,0.00,504.00,25129.44,0.00,0.00,95575.95,0.00,0.00,93267.46,0006,0006,L
LRIP10,10PIEHHX,UMS IE Support to Palmdale Assembly,All up,C,HHX,L10PIEHHX,HHX,,201302,453.00,0.00,0.00,453.00,22586.58,0.00,0.00,85904.57,0.00,0.00,83829.68,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201203,419.00,0.00,419.00,419.00,13663.59,13663.59,0.00,50880.37,50880.37,0.00,49986.65,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201204,396.00,0.00,0.00,396.00,12913.56,0.00,0.00,48087.42,0.00,0.00,47242.76,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201205,396.00,0.00,0.00,396.00,12913.56,0.00,0.00,48087.42,0.00,0.00,47242.76,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201206,483.00,0.00,0.00,483.00,15750.63,0.00,0.00,58652.08,0.00,0.00,57621.85,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201207,352.00,0.00,0.00,352.00,11478.72,0.00,0.00,42744.37,0.00,0.00,41993.56,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201208,396.00,0.00,0.00,396.00,12913.56,0.00,0.00,48087.42,0.00,0.00,47242.76,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201209,463.00,0.00,0.00,463.00,15098.43,0.00,0.00,56223.42,0.00,0.00,55235.85,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201210,396.00,0.00,0.00,396.00,12913.56,0.00,0.00,48087.42,0.00,0.00,47242.76,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201211,374.00,0.00,0.00,374.00,12196.14,0.00,0.00,45415.89,0.00,0.00,44618.16,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201212,396.00,0.00,0.00,396.00,12913.56,0.00,0.00,48087.42,0.00,0.00,47242.76,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201301,441.00,0.00,0.00,441.00,14747.04,0.00,0.00,56088.09,0.00,0.00,54733.37,0006,0006,L
LRIP10,10PMFHHX,MFG SPT: Manufacturing Support to PMC,All up,C,HHX,L10PMFHHX,HHX,,201302,396.00,0.00,0.00,396.00,13242.24,0.00,0.00,50364.82,0.00,0.00,49148.33,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201203,150.00,0.00,150.00,150.00,7293.00,7293.00,0.00,27157.62,27157.62,0.00,26680.59,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201204,142.00,0.00,0.00,142.00,6904.04,0.00,0.00,25709.21,0.00,0.00,25257.63,0006,0006,L
LRIP10,10PPPHHX,Production EVMS Support to PMC,All up,C,HHX,L10PPPHHX,HHX,,201205,142.00,0.00,0.00,142.00,6904.04,0.00,0.00,25709.21,0.00,0.00,25257.63,0006,0006,L
