PROJECT,WBS ID,DESCRIPTION,ALIAS,E,Type,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
EHSS,451202-HESP,ISIS Integration to AV - AV Support,BASIC,C,CPFF,LEH451202,HEX,3J4G,201111,0.00,5.57,17.40,0.00,0.00,805.45,284.89,0.00,3062.90,1005.79,0.00,2,BASIC,L
EHSS,451202-HESP,ISIS Integration to AV - AV Support,BASIC,C,CPFF,LEH451202,HEX,3J4G,201112,0.00,27.96,17.40,0.00,0.00,805.45,1580.52,0.00,3062.90,5558.18,0.00,2,BASIC,L
EHSS,451202-HESP,ISIS Integration to AV - AV Support,BASIC,C,CPFF,LEH451202,HEX,3J4G,201201,0.00,37.20,11.60,0.00,0.00,536.96,1373.82,0.00,2041.93,4556.74,0.00,2,BASIC,L
EHSS,451202-HESP,ISIS Integration to AV - AV Support,BASIC,C,CPFF,LEH451202,HEX,3J4G,201202,50.00,10.10,5.00,10.00,2867.00,286.70,483.49,8078.33,807.83,1439.01,1702.45,2,BASIC,L
EHSS,451202-HESP,ISIS Integration to AV - AV Support,BASIC,C,CPFF,LEH451202,HEX,3J4G,201203,0.00,10.60,0.00,40.00,0.00,0.00,745.24,0.00,0.00,2077.41,6307.71,2,BASIC,L
EHSS,451212-HJEN,HPx Extraction & MPL Prep (CR EH20287),BASIC,C,CPFF,LEH451212,HJX,819H,201111,60.00,48.10,30.00,0.00,3266.40,1633.20,2235.80,8933.57,4466.78,5922.55,0.00,2,BASIC,L
EHSS,451212-HJEN,HPx Extraction & MPL Prep (CR EH20287),BASIC,C,CPFF,LEH451212,HJX,819H,201112,0.00,29.20,10.20,0.00,0.00,555.29,1320.63,0.00,1518.71,3498.30,0.00,2,BASIC,L
EHSS,451212-HJEN,HPx Extraction & MPL Prep (CR EH20287),BASIC,C,CPFF,LEH451212,HJX,819H,201201,0.00,6.50,40.80,7.00,0.00,2282.05,418.29,0.00,6340.98,1166.01,1115.78,2,BASIC,L
EHSS,451212-HJEN,HPx Extraction & MPL Prep (CR EH20287),BASIC,C,CPFF,LEH451212,HJX,819H,201202,140.00,0.20,0.00,0.00,8027.60,0.00,12.87,22619.33,0.00,35.88,303.75,2,BASIC,L
EHSS,451212-HJEN,HPx Extraction & MPL Prep (CR EH20287),BASIC,C,CPFF,LEH451212,HJX,819H,201203,0.00,9.60,78.40,80.00,0.00,4495.46,437.97,0.00,12666.83,1220.87,12615.42,2,BASIC,L
EHSS,451212-HESP,HPx Extraction & MPL Prep (CR EH20287),Basic,C,CPFF,LEH451212,HEX,818H,201112,0.00,4.00,3.60,4.00,0.00,195.98,244.76,0.00,547.79,648.36,0.00,2,BASIC,L
EHSS,451212-HESP,HPx Extraction & MPL Prep (CR EH20287),Basic,C,CPFF,LEH451212,HEX,818H,201201,0.00,17.00,2.40,17.00,0.00,148.06,841.22,0.00,421.61,2344.96,2722.77,2,BASIC,L
EHSS,451212-HESP,HPx Extraction & MPL Prep (CR EH20287),Basic,C,CPFF,LEH451212,HEX,818H,201202,180.00,123.30,8.40,123.00,10321.20,481.66,6922.41,29082.00,1357.16,19296.69,19974.67,2,BASIC,L
EHSS,451212-HESP,HPx Extraction & MPL Prep (CR EH20287),Basic,C,CPFF,LEH451212,HEX,818H,201203,20.00,159.00,145.60,120.00,1146.80,8348.70,8834.59,3231.33,23524.11,24627.02,18923.13,2,BASIC,L
EHSS,451212-HESP,HPx Extraction & MPL Prep (CR EH20287),Basic,C,CPFF,LEH451212,HEX,818H,201204,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,6150.02,2,BASIC,L
EHSS,451222-HEEN,ECS Testing (CR EH20290),BASIC,C,CPFF,LEH451222,HEX,815H,201112,50.00,5.50,6.00,6.00,2722.00,326.64,236.79,7444.64,893.36,627.25,0.00,2,BASIC,L
EHSS,451222-HEEN,ECS Testing (CR EH20290),BASIC,C,CPFF,LEH451222,HEX,815H,201201,140.00,14.10,0.00,14.00,8027.60,0.00,944.26,22619.33,0.00,2632.19,2231.56,2,BASIC,L
EHSS,451222-HEEN,ECS Testing (CR EH20290),BASIC,C,CPFF,LEH451222,HEX,815H,201202,50.00,133.30,174.00,133.00,2867.00,9849.56,8929.58,8078.33,27554.95,24891.81,21199.81,2,BASIC,L
EHSS,451222-HEEN,ECS Testing (CR EH20290),BASIC,C,CPFF,LEH451222,HEX,815H,201203,0.00,25.80,40.00,87.00,0.00,2293.60,1766.92,0.00,6462.67,4925.41,13719.27,2,BASIC,L
EHSS,4711B2-818H,BAF - Conduct BAF Test (RWA 1377 XFER),EMI/EMC Testing,C,CPFF,LEH4711B2,HEX,818H,201111,9.00,9.00,9.00,0.00,489.96,489.96,426.15,1340.04,1340.04,1128.86,0.00,2,EMI/EMC Testing,L
EHSS,4711B2-819H,BAF - Conduct BAF Test (RWA 1377 XFER),EMI/EMC Testing,C,CPFF,LEH4711B2,HJX,819H,201111,12.00,11.50,12.00,0.00,653.28,653.28,652.28,1786.71,1786.71,1727.87,0.00,2,EMI/EMC Testing,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201106,40.00,0.00,0.00,0.00,2177.60,0.00,0.00,5955.71,0.00,0.00,0.00,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201107,-40.00,0.00,0.00,0.00,-2177.60,0.00,0.00,-5955.71,0.00,0.00,0.00,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201201,44.00,36.50,4.40,37.00,2522.96,252.30,2013.08,7108.93,710.89,5611.60,5897.69,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201202,88.00,12.90,0.00,13.00,5045.92,0.00,642.42,14217.87,0.00,1790.79,2072.16,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201203,88.00,0.00,0.00,9.00,5045.92,0.00,0.00,14217.87,0.00,0.00,1419.23,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201204,164.00,0.00,0.00,48.00,9403.76,0.00,0.00,26496.93,0.00,0.00,7569.25,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201205,79.00,0.00,0.00,120.00,4529.86,0.00,0.00,12763.77,0.00,0.00,18923.13,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201206,88.00,0.00,0.00,120.00,5045.92,0.00,0.00,14217.87,0.00,0.00,18923.13,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201207,0.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00,0.00,18923.13,2,BASIC,L
EHSS,481202-HBSP,German Flight Test - AV Analysis,BASIC,C,CPFF,LEH481202,HBX,811H,201208,0.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,13246.19,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201106,40.00,0.00,0.00,0.00,2177.60,0.00,0.00,5955.71,0.00,0.00,0.00,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201107,-40.00,0.00,0.00,0.00,-2177.60,0.00,0.00,-5955.71,0.00,0.00,0.00,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201201,88.00,13.40,17.60,13.00,4978.16,995.63,794.38,14026.94,2805.39,2214.39,2072.16,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201202,156.00,6.50,-8.80,7.00,8824.92,-497.82,435.41,24865.94,-1402.69,1213.73,1115.78,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201203,156.00,2.00,0.00,13.00,8824.92,0.00,110.30,24865.94,0.00,307.47,2050.01,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201204,208.00,0.00,0.00,123.00,11766.56,0.00,0.00,33154.59,0.00,0.00,19396.20,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201205,128.00,0.00,0.00,200.00,7240.96,0.00,0.00,20402.82,0.00,0.00,31538.54,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201206,176.00,0.00,0.00,200.00,9956.32,0.00,0.00,28053.88,0.00,0.00,31538.54,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201207,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,31538.54,2,BASIC,L
EHSS,481202-HESP,German Flight Test - Subsystems,BASIC,C,CPFF,LEH481202,HEX,815H,201208,0.00,0.00,0.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,24600.06,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201106,250.00,0.00,0.00,0.00,13610.00,0.00,0.00,37223.20,0.00,0.00,0.00,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201107,-158.00,9.90,23.00,0.00,-8601.52,1252.12,457.88,-23525.06,3424.53,1212.91,0.00,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201108,0.00,22.80,59.80,0.00,0.00,3255.51,1041.94,0.00,8903.79,2760.06,0.00,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201109,0.00,24.30,9.20,0.00,0.00,500.85,1158.82,0.00,1369.81,3069.67,0.00,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201110,0.00,1.00,0.00,1.00,0.00,0.00,46.25,0.00,0.00,122.51,0.00,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201201,100.00,18.60,15.00,19.00,5734.00,860.10,1232.55,16156.67,2423.50,3435.82,3028.54,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201202,200.00,10.50,0.00,11.00,11468.00,0.00,633.55,32313.33,0.00,1766.06,1753.37,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201203,200.00,4.50,0.00,10.00,11468.00,0.00,323.16,32313.33,0.00,900.83,1576.93,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201204,100.00,0.00,0.00,110.00,5734.00,0.00,0.00,16156.67,0.00,0.00,17346.20,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201205,100.00,0.00,0.00,200.00,5734.00,0.00,0.00,16156.67,0.00,0.00,31538.54,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201206,200.00,0.00,0.00,200.00,11468.00,0.00,0.00,32313.33,0.00,0.00,31538.54,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201207,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,31538.54,2,BASIC,L
EHSS,481202-HJSP,German Flight Test - GNC,BASIC,C,CPFF,LEH481202,HJX,819H,201208,0.00,0.00,0.00,149.00,0.00,0.00,0.00,0.00,0.00,0.00,23496.21,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201106,5.00,0.00,0.00,0.00,272.20,0.00,0.00,744.46,0.00,0.00,0.00,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201107,0.00,18.00,5.00,0.00,0.00,272.20,839.39,0.00,744.46,2223.51,0.00,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201108,40.00,7.50,40.00,40.00,2177.60,2177.60,398.69,5955.71,5955.71,1056.11,5697.99,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201109,50.00,5.50,50.00,50.00,2722.00,2722.00,311.85,7444.64,7444.64,826.08,7122.48,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201110,40.00,7.00,40.00,40.00,2177.60,2177.60,396.90,5955.71,5955.71,1051.37,5697.99,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201111,40.00,2.00,40.00,40.00,2177.60,2177.60,87.50,5955.71,5955.71,231.78,5628.52,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201112,5.00,1.80,5.00,5.00,272.20,272.20,102.06,744.46,744.46,270.35,703.56,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201201,5.00,4.00,5.00,5.00,286.70,286.70,226.80,807.83,807.83,632.22,807.83,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201202,5.00,10.50,5.00,5.00,286.70,286.70,556.51,807.83,807.83,1551.31,807.83,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201203,5.00,4.00,5.00,5.00,286.70,286.70,231.56,807.83,807.83,645.49,788.46,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201204,5.00,0.00,0.00,5.00,286.70,0.00,0.00,807.83,0.00,0.00,788.46,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201205,5.00,0.00,0.00,5.00,286.70,0.00,0.00,807.83,0.00,0.00,788.46,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201206,5.00,0.00,0.00,5.00,286.70,0.00,0.00,807.83,0.00,0.00,788.46,2,BASIC,L
EHSS,481202-HHSP,Germany Flight Test - Liaison,BASIC,C,CPFF,LEH481202,HHX,816H,201207,5.00,0.00,0.00,5.00,286.70,0.00,0.00,807.83,0.00,0.00,788.46,2,BASIC,L
EHSS,481202-818H,German Flight Test - Avionicstems,BASIC,C,CPFF,LEH481202,HEX,818H,201101,0.00,19.00,0.00,0.00,0.00,0.00,1220.18,0.00,0.00,3232.21,0.00,,BASIC,L
EHSS,481202-818H,German Flight Test - Avionicstems,BASIC,C,CPFF,LEH481202,HEX,818H,201102,0.00,-19.00,0.00,0.00,0.00,0.00,-1220.18,0.00,0.00,-3232.21,0.00,,BASIC,L
EHSS,481202-818H,German Flight Test - Avionicstems,BASIC,C,CPFF,LEH481202,HEX,818H,201104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,BASIC,L
EHSS,481202-818H,German Flight Test - Avionicstems,BASIC,C,CPFF,LEH481202,HEX,818H,201106,50.00,0.00,0.00,0.00,2722.00,0.00,0.00,7444.64,0.00,0.00,0.00,,BASIC,L
EHSS,481202-818H,German Flight Test - Avionicstems,BASIC,C,CPFF,LEH481202,HEX,818H,201107,-50.00,1.00,0.00,0.00,-2722.00,0.00,72.05,-7444.64,0.00,190.86,0.00,,BASIC,L
EHSS,481202-818H,German Flight Test - Avionicstems,BASIC,C,CPFF,LEH481202,HEX,818H,201108,0.00,-1.00,0.00,0.00,0.00,0.00,-72.05,0.00,0.00,-190.86,0.00,,BASIC,L
EHSS,481102-811H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HBX,811H,201102,20.00,0.00,0.00,0.00,1088.80,0.00,0.00,2977.86,0.00,0.00,0.00,2,BASIC,L
EHSS,481102-811H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HBX,811H,201103,0.00,15.00,18.00,0.00,0.00,979.92,668.70,0.00,2680.07,1771.36,0.00,2,BASIC,L
EHSS,481102-811H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HBX,811H,201106,0.00,0.00,2.00,0.00,0.00,108.88,0.00,0.00,297.79,0.00,0.00,2,BASIC,L
EHSS,481102-815H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HEX,815H,201102,20.00,0.00,0.00,0.00,1088.80,0.00,0.00,2977.86,0.00,0.00,0.00,2,BASIC,L
EHSS,481102-815H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HEX,815H,201104,0.00,7.90,0.00,0.00,0.00,0.00,480.38,0.00,0.00,1272.51,0.00,2,BASIC,L
EHSS,481102-815H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HEX,815H,201105,0.00,0.00,18.00,0.00,0.00,979.92,0.00,0.00,2680.07,0.00,0.00,2,BASIC,L
EHSS,481102-815H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HEX,815H,201106,0.00,0.00,2.00,0.00,0.00,108.88,0.00,0.00,297.79,0.00,0.00,2,BASIC,L
EHSS,481102-815H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HEX,815H,201107,0.00,11.50,-5.00,0.00,0.00,-272.20,455.88,0.00,-744.46,1207.61,0.00,2,BASIC,L
EHSS,481102-815H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HEX,815H,201108,0.00,17.60,0.00,0.00,0.00,0.00,910.15,0.00,0.00,2410.95,0.00,2,BASIC,L
EHSS,481102-815H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HEX,815H,201109,0.00,32.40,4.00,0.00,0.00,217.76,1828.80,0.00,595.57,4844.42,0.00,2,BASIC,L
EHSS,481102-815H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HEX,815H,201110,0.00,15.20,1.00,0.00,0.00,54.44,886.61,0.00,148.89,2348.60,0.00,2,BASIC,L
EHSS,481102-819H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HJX,819H,201102,20.00,0.00,0.00,0.00,1088.80,0.00,0.00,2977.86,0.00,0.00,0.00,2,BASIC,L
EHSS,481102-819H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HJX,819H,201103,0.00,6.30,18.00,0.00,0.00,979.92,342.06,0.00,2680.07,906.10,0.00,2,BASIC,L
EHSS,481102-819H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HJX,819H,201104,0.00,1.00,0.00,0.00,0.00,0.00,64.35,0.00,0.00,170.46,0.00,2,BASIC,L
EHSS,481102-819H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HJX,819H,201106,0.00,0.00,2.00,0.00,0.00,108.88,0.00,0.00,297.79,0.00,0.00,2,BASIC,L
EHSS,481102-819H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HJX,819H,201107,0.00,5.50,-5.00,0.00,0.00,-272.20,353.94,0.00,-744.46,937.57,0.00,2,BASIC,L
EHSS,481102-819H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HJX,819H,201109,0.00,1.50,0.00,0.00,0.00,0.00,96.53,0.00,0.00,255.70,0.00,2,BASIC,L
EHSS,481102-819H,Germany DTP Development - Eng Support,BASIC,C,CPFF,LEH481102,HJX,819H,201110,0.00,11.40,5.00,0.00,0.00,272.20,733.61,0.00,744.46,1943.31,0.00,2,BASIC,L
EHSS,481212-818H,LD1.2.1 - 6 SMU PAR SUPPORT,BASIC,C,CPFF,LEH481212,HEX,818H,201105,10.00,0.00,0.00,0.00,544.40,0.00,0.00,1488.93,0.00,0.00,0.00,2,BASIC,L
EHSS,481212-818H,LD1.2.1 - 6 SMU PAR SUPPORT,BASIC,C,CPFF,LEH481212,HEX,818H,201106,10.00,0.00,0.00,0.00,544.40,0.00,0.00,1488.93,0.00,0.00,0.00,2,BASIC,L
EHSS,481212-818H,LD1.2.1 - 6 SMU PAR SUPPORT,BASIC,C,CPFF,LEH481212,HEX,818H,201107,-20.00,0.00,0.00,0.00,-1088.80,0.00,0.00,-2977.86,0.00,0.00,0.00,2,BASIC,L
EHSS,481212-819H,CR 20244 - LD1.2.1 - 6 SMU PARs - CLS Support,BASIC,C,CPFF,LEH481212,HJX,819H,201105,50.00,0.00,0.00,0.00,2722.00,0.00,0.00,7444.64,0.00,0.00,0.00,2,BASIC,L
EHSS,481212-819H,CR 20244 - LD1.2.1 - 6 SMU PARs - CLS Support,BASIC,C,CPFF,LEH481212,HJX,819H,201106,40.00,0.00,0.00,0.00,2177.60,0.00,0.00,5955.71,0.00,0.00,0.00,2,BASIC,L
EHSS,481212-819H,CR 20244 - LD1.2.1 - 6 SMU PARs - CLS Support,BASIC,C,CPFF,LEH481212,HJX,819H,201107,30.00,0.00,0.00,0.00,1633.20,0.00,0.00,4466.78,0.00,0.00,0.00,2,BASIC,L
EHSS,481212-819H,CR 20244 - LD1.2.1 - 6 SMU PARs - CLS Support,BASIC,C,CPFF,LEH481212,HJX,819H,201108,0.00,27.00,120.00,0.00,0.00,6532.80,1117.26,0.00,17867.13,2959.58,0.00,2,BASIC,L
EHSS,481200-HJSW,LD2.1 SW Build - GNC,BASIC,C,FFP,LEH481200,HJX,819H,201112,10.00,30.00,20.40,0.00,544.40,1110.58,1658.86,1488.93,3071.45,4394.26,0.00,1,BASIC,L
EHSS,481200-HJSW,LD2.1 SW Build - GNC,BASIC,C,FFP,LEH481200,HJX,819H,201201,55.00,112.50,99.60,0.00,3153.70,5741.22,6493.05,8886.17,16189.82,18099.82,0.00,1,BASIC,L
EHSS,481200-HJSW,LD2.1 SW Build - GNC,BASIC,C,FFP,LEH481200,HJX,819H,201202,55.00,0.00,0.00,0.00,3153.70,0.00,0.00,8886.17,0.00,0.00,0.00,1,BASIC,L
EHSS,4812F2-HJEN,Flight Sciences Support to Cross Winds,ADDL FLTS,C,CPFF,LEH4812F2,HJX,819H,201111,40.00,1.50,14.40,2.00,2177.60,783.94,69.38,5955.71,2144.06,183.79,0.00,2,ADDL FLTS,L
EHSS,4812F2-HJEN,Flight Sciences Support to Cross Winds,ADDL FLTS,C,CPFF,LEH4812F2,HJX,819H,201112,80.00,49.00,15.60,49.00,4355.20,849.26,2266.26,11911.42,2322.73,6003.24,0.00,2,ADDL FLTS,L
EHSS,4812F2-HJEN,Flight Sciences Support to Cross Winds,ADDL FLTS,C,CPFF,LEH4812F2,HJX,819H,201201,0.00,8.80,39.60,9.00,0.00,2155.82,407.02,0.00,5896.15,1134.60,1584.28,2,ADDL FLTS,L
EHSS,4812F2-HJEN,Flight Sciences Support to Cross Winds,ADDL FLTS,C,CPFF,LEH4812F2,HJX,819H,201203,0.00,1.50,6.00,60.00,0.00,326.64,70.70,0.00,893.36,197.08,9461.56,2,ADDL FLTS,L
EHSS,4812F2-HBSP,Flight Sciences Support to Cross Winds,ADDL FLTS,C,CPFF,LEH4812F2,HBX,811H,201111,20.00,2.50,9.60,2.00,1088.80,522.62,138.13,2977.86,1429.37,365.90,0.00,2,ADDL FLTS,L
EHSS,4812F2-HBSP,Flight Sciences Support to Cross Winds,ADDL FLTS,C,CPFF,LEH4812F2,HBX,811H,201112,60.00,9.00,10.40,9.00,3266.40,566.18,497.25,8933.57,1548.48,1317.20,0.00,2,ADDL FLTS,L
EHSS,4812F2-HBSP,Flight Sciences Support to Cross Winds,ADDL FLTS,C,CPFF,LEH4812F2,HBX,811H,201201,0.00,0.50,26.40,1.00,0.00,1437.22,27.63,0.00,3930.77,77.02,309.10,2,ADDL FLTS,L
EHSS,4812F2-HBSP,Flight Sciences Support to Cross Winds,ADDL FLTS,C,CPFF,LEH4812F2,HBX,811H,201203,0.00,0.00,4.00,68.00,0.00,217.76,0.00,0.00,595.57,0.00,10723.10,2,ADDL FLTS,L
EHSS,481232-HEEN,LD2.1 SW Build - AV Mod Kit,BASIC,C,CPFF,LEH481232,HEX,,201202,53.00,0.00,0.00,0.00,3039.02,0.00,0.00,8563.03,0.00,0.00,114.99,2,BASIC,L
EHSS,481232-HEEN,LD2.1 SW Build - AV Mod Kit,BASIC,C,CPFF,LEH481232,HEX,,201205,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,2050.01,2,BASIC,L
EHSS,481232-HEEN,LD2.1 SW Build - AV Mod Kit,BASIC,C,CPFF,LEH481232,HEX,,201206,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,4730.78,2,BASIC,L
EHSS,481232-HEEN,LD2.1 SW Build - AV Mod Kit,BASIC,C,CPFF,LEH481232,HEX,,201207,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.93,2,BASIC,L
EHSS,481232-HESP,LD2.1 SW Build - SW Support,BASIC,C,CPFF,LEH481232,HEX,,201202,0.00,1.50,0.00,2.00,0.00,0.00,51.11,0.00,0.00,142.47,318.79,2,BASIC,L
EHSS,481232-HESP,LD2.1 SW Build - SW Support,BASIC,C,CPFF,LEH481232,HEX,,201203,0.00,3.30,31.84,38.00,0.00,1825.71,223.10,0.00,5144.28,621.91,5992.32,2,BASIC,L
EHSS,481232-HESP,LD2.1 SW Build - SW Support,BASIC,C,CPFF,LEH481232,HEX,,201204,140.00,0.00,0.00,100.00,8027.60,0.00,0.00,22619.33,0.00,0.00,15769.27,2,BASIC,L
EHSS,481232-HESP,LD2.1 SW Build - SW Support,BASIC,C,CPFF,LEH481232,HEX,,201205,140.00,0.00,0.00,140.00,8027.60,0.00,0.00,22619.33,0.00,0.00,22076.98,2,BASIC,L
EHSS,481232-HESP,LD2.1 SW Build - SW Support,BASIC,C,CPFF,LEH481232,HEX,,201206,159.00,0.00,0.00,159.00,9117.06,0.00,0.00,25689.10,0.00,0.00,25073.14,2,BASIC,L
