PROJECT,WBS ID,DESCRIPTION,ALIAS,E,Type,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,XREF-4,E
EHSS,242082-814H,CR 20154 - Landing Light Study - AV Support,BASIC,C,CPFF,LEH242082,HEX,814H,201102,0.00,0.00,10.00,0.00,0.00,544.40,0.00,0.00,1488.93,0.00,0.00,2,BASIC,L
EHSS,242092-813H,CR 20195 - Placard - AV Eng,BASIC,C,CPFF,LEH242092,HDX,813H,201101,14.00,6.00,2.95,0.00,762.16,160.60,328.86,2084.50,439.23,871.14,0.00,2,BASIC,L
EHSS,242092-3J47,CR 20195 - Placard - ME Support,BASIC,C,CPFF,LEH242092,HDX,3J47,201101,7.00,15.30,0.55,0.00,324.03,25.46,757.20,1232.20,96.82,2673.25,0.00,2,BASIC,L
EHSS,242260-2B21,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,2B21,201103,50.00,0.00,0.00,0.00,1788.50,0.00,0.00,6801.20,0.00,0.00,0.00,1,BASIC,L
EHSS,242260-2B21,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,2B21,201106,-50.00,0.00,0.00,0.00,-1788.50,0.00,0.00,-6801.20,0.00,0.00,0.00,1,BASIC,L
EHSS,242260-3J47,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,3J47,201101,10.00,0.00,0.00,0.00,462.90,0.00,0.00,1760.29,0.00,0.00,0.00,1,BASIC,L
EHSS,242260-3J47,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,3J47,201102,27.00,0.00,0.00,0.00,1249.83,0.00,0.00,4752.78,0.00,0.00,0.00,1,BASIC,L
EHSS,242260-3J47,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,3J47,201103,0.00,18.06,18.50,0.00,0.00,856.36,891.07,0.00,3256.53,3145.87,0.00,1,BASIC,L
EHSS,242260-3J47,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,3J47,201104,0.00,28.70,14.80,0.00,0.00,685.09,1264.83,0.00,2605.23,4465.41,0.00,1,BASIC,L
EHSS,242260-3J47,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,3J47,201105,0.00,7.18,1.85,0.00,0.00,85.64,307.19,0.00,325.65,1084.52,0.00,1,BASIC,L
EHSS,242260-3J47,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,3J47,201106,0.00,6.00,1.85,0.00,0.00,85.64,303.00,0.00,325.65,1069.72,0.00,1,BASIC,L
EHSS,242260-3J47,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,3J47,201107,0.00,-5.90,0.00,0.00,0.00,0.00,-305.30,0.00,0.00,-1077.84,0.00,1,BASIC,L
EHSS,242260-813H,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,813H,201101,100.00,92.70,45.20,0.00,5444.00,2460.69,5085.25,14889.28,6648.65,13470.64,0.00,1,BASIC,L
EHSS,242260-813H,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,813H,201102,106.00,36.50,33.90,0.00,5770.64,1845.52,2086.00,15782.64,5047.47,5525.74,0.00,1,BASIC,L
EHSS,242260-813H,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,813H,201103,0.00,15.50,90.40,0.00,0.00,4921.38,-37.56,0.00,13459.91,-99.50,0.00,1,BASIC,L
EHSS,242260-813H,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,813H,201104,0.00,8.50,33.90,0.00,0.00,1845.52,383.18,0.00,5047.46,1015.03,0.00,1,BASIC,L
EHSS,242260-813H,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,813H,201105,0.00,3.50,0.00,0.00,0.00,0.00,153.72,0.00,0.00,407.20,0.00,1,BASIC,L
EHSS,242260-813H,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,813H,201106,15.00,0.00,26.30,0.00,816.60,1431.77,0.00,2233.39,3915.88,0.00,0.00,1,BASIC,L
EHSS,242260-813H,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,813H,201107,15.00,10.80,13.50,0.00,816.60,734.94,551.12,2233.39,2010.05,1459.90,0.00,1,BASIC,L
EHSS,242260-813H,CR 20161 - Water Intrusion,BASIC,C,FFP,LEH242260,HDX,813H,201108,0.00,6.20,1.50,0.00,0.00,81.66,356.12,0.00,223.34,943.35,0.00,1,BASIC,L
EHSS,242102-814H,CR 20213 - 25 kVa Improvements - AV Design,BASIC,C,CPFF,LEH242102,HEX,814H,201101,0.00,8.00,3.60,0.00,0.00,195.98,458.88,0.00,536.01,1215.56,0.00,2,BASIC,L
EHSS,242102-814H,CR 20213 - 25 kVa Improvements - AV Design,BASIC,C,CPFF,LEH242102,HEX,814H,201102,10.00,12.00,0.00,0.00,544.40,0.00,634.02,1488.93,0.00,1679.50,0.00,2,BASIC,L
EHSS,242102-814H,CR 20213 - 25 kVa Improvements - AV Design,BASIC,C,CPFF,LEH242102,HEX,814H,201103,26.00,74.00,32.40,0.00,1415.44,1763.86,3172.36,3871.21,4824.13,8403.46,0.00,2,BASIC,L
EHSS,242102-814H,CR 20213 - 25 kVa Improvements - AV Design,BASIC,C,CPFF,LEH242102,HEX,814H,201104,0.00,0.00,0.00,0.00,0.00,0.00,3.72,0.00,0.00,9.85,0.00,2,BASIC,L
EHSS,242102-3J48,CR 20213 - 25 kVa Improvements - ME Supt,BASIC,C,CPFF,LEH242102,HEX,3J48,201101,0.00,0.00,3.20,0.00,0.00,174.21,0.00,0.00,476.46,0.00,0.00,2,BASIC,L
EHSS,242102-3J48,CR 20213 - 25 kVa Improvements - ME Supt,BASIC,C,CPFF,LEH242102,HEX,3J48,201102,12.00,0.00,0.00,0.00,555.48,0.00,0.00,2112.35,0.00,0.00,0.00,2,BASIC,L
EHSS,242102-3J48,CR 20213 - 25 kVa Improvements - ME Supt,BASIC,C,CPFF,LEH242102,HEX,3J48,201103,20.00,13.59,28.80,0.00,925.80,1307.07,568.93,3520.58,5156.47,2008.57,0.00,2,BASIC,L
EHSS,242102-3J48,CR 20213 - 25 kVa Improvements - ME Supt,BASIC,C,CPFF,LEH242102,HEX,3J48,201104,0.00,3.61,0.00,0.00,0.00,0.00,179.59,0.00,0.00,634.03,0.00,2,BASIC,L
EHSS,242102-3J48,CR 20213 - 25 kVa Improvements - ME Supt,BASIC,C,CPFF,LEH242102,HEX,3J48,201105,0.00,-0.01,0.00,0.00,0.00,0.00,-1.03,0.00,0.00,-3.64,0.00,2,BASIC,L
EHSS,242102-815H,CR 20213 - 25 kVa Improvements - AWC Updates,BASIC,C,CPFF,LEH242102,HEX,815H,201101,0.00,18.30,4.00,0.00,0.00,217.76,591.64,0.00,595.57,1567.23,0.00,2,BASIC,L
EHSS,242102-815H,CR 20213 - 25 kVa Improvements - AWC Updates,BASIC,C,CPFF,LEH242102,HEX,815H,201102,20.00,43.00,16.00,0.00,1088.80,871.04,2627.47,2977.86,2382.28,6960.07,0.00,2,BASIC,L
EHSS,242102-815H,CR 20213 - 25 kVa Improvements - AWC Updates,BASIC,C,CPFF,LEH242102,HEX,815H,201103,20.00,7.00,20.00,0.00,1088.80,1088.80,449.48,2977.86,2977.86,1190.66,0.00,2,BASIC,L
EHSS,242102-811H,CR 20213 - 25 kVa Improvements - W&B,BASIC,C,CPFF,LEH242102,HBX,811H,201101,0.00,4.00,0.00,0.00,0.00,0.00,187.16,0.00,0.00,495.78,0.00,2,BASIC,L
EHSS,242102-811H,CR 20213 - 25 kVa Improvements - W&B,BASIC,C,CPFF,LEH242102,HBX,811H,201102,0.00,0.00,12.50,0.00,0.00,680.50,0.00,0.00,1861.16,0.00,0.00,2,BASIC,L
EHSS,242102-811H,CR 20213 - 25 kVa Improvements - W&B,BASIC,C,CPFF,LEH242102,HBX,811H,201103,25.00,0.00,0.00,0.00,1361.00,0.00,0.00,3722.32,0.00,0.00,0.00,2,BASIC,L
EHSS,242102-811H,CR 20213 - 25 kVa Improvements - W&B,BASIC,C,CPFF,LEH242102,HBX,811H,201104,0.00,30.30,12.50,0.00,0.00,680.50,1614.75,0.00,1861.16,4277.41,0.00,2,BASIC,L
EHSS,242102-811H,CR 20213 - 25 kVa Improvements - W&B,BASIC,C,CPFF,LEH242102,HBX,811H,201105,0.00,-5.80,0.00,0.00,0.00,0.00,-315.70,0.00,0.00,-836.28,0.00,2,BASIC,L
EHSS,242102-2B21,CR 20213 - 25 kVa Improvements - Fab,BASIC,C,CPFF,LEH242102,HEX,2B21,201104,5.00,3.93,0.00,0.00,173.95,0.00,124.96,661.49,0.00,441.16,0.00,2,BASIC,L
EHSS,242102-2B21,CR 20213 - 25 kVa Improvements - Fab,BASIC,C,CPFF,LEH242102,HEX,2B21,201105,0.00,21.21,5.00,0.00,0.00,173.95,859.84,0.00,661.49,3035.61,0.00,2,BASIC,L
EHSS,242102-2B21,CR 20213 - 25 kVa Improvements - Fab,BASIC,C,CPFF,LEH242102,HEX,2B21,201106,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,24.71,0.00,2,BASIC,L
EHSS,242270-3J48,PCR 20202 - PDU - ME Support,BASIC,C,FFP,LEH242270,HEX,3J48,201108,6.00,10.87,9.54,0.00,277.74,441.61,515.20,1056.17,1679.32,1818.88,0.00,1,BASIC,L
EHSS,242270-3J48,PCR 20202 - PDU - ME Support,BASIC,C,FFP,LEH242270,HEX,3J48,201109,12.00,0.00,0.00,0.00,555.48,0.00,0.00,2112.35,0.00,0.00,0.00,1,BASIC,L
EHSS,242270-3J48,PCR 20202 - PDU - ME Support,BASIC,C,FFP,LEH242270,HEX,3J48,201110,0.00,0.00,8.46,0.00,0.00,391.61,0.00,0.00,1489.20,0.00,0.00,1,BASIC,L
EHSS,242270-818H,PCR 20202 - PDU - AV Engineering,BASIC,C,FFP,LEH242270,HEX,818H,201108,54.00,44.20,57.24,0.00,2939.76,3116.15,2296.61,8040.21,8522.62,6083.63,0.00,1,BASIC,L
EHSS,242270-818H,PCR 20202 - PDU - AV Engineering,BASIC,C,FFP,LEH242270,HEX,818H,201109,54.00,5.00,0.00,0.00,2939.76,0.00,270.59,8040.21,0.00,716.78,0.00,1,BASIC,L
EHSS,242270-818H,PCR 20202 - PDU - AV Engineering,BASIC,C,FFP,LEH242270,HEX,818H,201110,0.00,56.50,39.96,0.00,0.00,2175.42,2771.93,0.00,5949.76,7342.74,0.00,1,BASIC,L
EHSS,242270-818H,PCR 20202 - PDU - AV Engineering,BASIC,C,FFP,LEH242270,HEX,818H,201111,0.00,5.50,10.80,0.00,0.00,587.95,319.39,0.00,1608.04,846.05,0.00,1,BASIC,L
EHSS,242280-HDEN,XW190 Grounding Strap - CR20285 - AV Eng,BASIC,C,FFP,LEH242280,HDX,813H,201111,60.00,18.00,16.00,0.00,3266.40,871.04,970.74,8933.57,2382.28,2571.45,0.00,1,BASIC,L
EHSS,242280-HDEN,XW190 Grounding Strap - CR20285 - AV Eng,BASIC,C,FFP,LEH242280,HDX,813H,201112,100.00,80.10,112.00,0.00,5444.00,6097.28,4309.35,14889.28,16675.99,11415.31,0.00,1,BASIC,L
EHSS,242280-HDEN,XW190 Grounding Strap - CR20285 - AV Eng,BASIC,C,FFP,LEH242280,HDX,813H,201201,0.00,0.00,32.00,0.00,0.00,1742.08,0.00,0.00,4764.57,0.00,0.00,1,BASIC,L
EHSS,242280-HDME,XW190 Grounding Strap - CR20285 - ME Supt,BASIC,C,FFP,LEH242280,HDX,3J47,201111,6.00,0.30,0.80,0.00,277.74,37.03,15.55,1056.17,140.82,54.90,0.00,1,BASIC,L
EHSS,242280-HDME,XW190 Grounding Strap - CR20285 - ME Supt,BASIC,C,FFP,LEH242280,HDX,3J47,201112,10.00,7.11,2.40,0.00,462.90,111.10,363.04,1760.29,422.47,1281.69,0.00,1,BASIC,L
EHSS,242280-HDME,XW190 Grounding Strap - CR20285 - ME Supt,BASIC,C,FFP,LEH242280,HDX,3J47,201201,0.00,12.30,12.80,0.00,0.00,592.51,627.68,0.00,2253.17,2296.29,0.00,1,BASIC,L
EHSS,242280-HEEN,XW190 Grounding Strap - CR20285 - AV Eng,BASIC,C,FFP,LEH242280,HEX,818H,201111,0.00,12.00,4.00,0.00,0.00,217.76,687.25,0.00,595.57,1820.50,0.00,1,BASIC,L
EHSS,242280-HEEN,XW190 Grounding Strap - CR20285 - AV Eng,BASIC,C,FFP,LEH242280,HEX,818H,201112,80.00,16.00,0.00,0.00,4355.20,0.00,792.90,11911.42,0.00,2100.36,0.00,1,BASIC,L
EHSS,242280-HEEN,XW190 Grounding Strap - CR20285 - AV Eng,BASIC,C,FFP,LEH242280,HEX,818H,201201,-40.00,81.00,36.00,0.00,-2177.60,1959.84,3914.96,-6135.81,5180.04,10913.22,0.00,1,BASIC,L
EHSS,242290-HEEN,AIR DATA TRAY EH20296 - AV Eng,BASIC,C,FFP,LEH242290,HEX,,201202,140.00,47.00,37.80,47.00,7919.80,2138.35,2903.04,22315.59,6025.21,8104.53,7491.66,1,BASIC,L
EHSS,242290-HEEN,AIR DATA TRAY EH20296 - AV Eng,BASIC,C,FFP,LEH242290,HEX,,201203,0.00,28.20,102.20,93.00,0.00,5781.45,1554.14,0.00,16290.38,4629.45,14665.42,1,BASIC,L
EHSS,242290-HEFB,AIR DATA TRAY EH20296 - Fabricate,BASIC,C,FFP,LEH242290,HEX,,201203,37.00,0.00,0.00,37.00,1206.57,0.00,0.00,4493.02,0.00,0.00,4414.10,1,BASIC,L
EHSS,242290-HBWB,AIR DATA TRAY EH20296 - W&B,BASIC,C,FFP,LEH242290,HBX,,201204,10.00,0.00,0.00,10.00,565.70,0.00,0.00,1593.97,0.00,0.00,1576.93,1,BASIC,L
EHSS,243100-818H,Perform Analysis  (Coupling  SE) for LRU,BASIC,C,FFP,LEH243100,HEX,818H,201106,0.00,0.00,0.00,0.00,-0.13,-0.13,0.00,-0.15,-0.15,0.00,0.00,1,BASIC,L
EHSS,244600-819H,GNC DESIGN  DEVELOPMENT  SUPPORT,BASIC,C,FFP,LEH244600,HJX,819H,201101,0.00,5.00,205.00,0.00,0.00,11160.20,294.58,0.00,28607.30,780.33,0.00,1,BASIC,L
EHSS,244600-819H,GNC DESIGN  DEVELOPMENT  SUPPORT,BASIC,C,FFP,LEH244600,HJX,819H,201102,0.00,0.00,80.24,0.00,0.00,4368.27,0.00,0.00,11197.31,0.00,0.00,1,BASIC,L
EHSS,245220-819H,SOFTWARE - LD 1.2 - GNC,BASIC,C,FFP,LEH245220,HJX,819H,201101,0.00,10.00,44.00,0.00,0.00,2395.36,703.17,0.00,6140.10,1862.67,0.00,1,BASIC,L
EHSS,245220-819H,SOFTWARE - LD 1.2 - GNC,BASIC,C,FFP,LEH245220,HJX,819H,201102,0.00,1.00,12.00,0.00,0.00,653.28,72.18,0.00,1674.57,191.20,0.00,1,BASIC,L
EHSS,245220-819H,SOFTWARE - LD 1.2 - GNC,BASIC,C,FFP,LEH245220,HJX,819H,201103,0.00,0.00,12.00,0.00,0.00,653.28,0.00,0.00,1674.57,0.00,0.00,1,BASIC,L
EHSS,246000-3A4A,Crash Recorder Re-Work,BASIC,C,FFP,LEH246000,HEX,3A4A,201103,0.00,85.00,0.00,0.00,0.00,0.00,2549.15,0.00,0.00,8999.62,0.00,1,BASIC,L
EHSS,246000-811H,Crash Recorder - Mass Properties - PCR 20120,BASIC,C,FFP,LEH246000,HBX,811H,201103,0.00,0.00,40.00,0.00,0.00,2177.60,0.00,0.00,5581.91,0.00,0.00,1,BASIC,L
EHSS,246000-811H,Crash Recorder - Mass Properties - PCR 20120,BASIC,C,FFP,LEH246000,HBX,811H,201104,0.00,8.00,20.00,0.00,0.00,1088.80,385.39,0.00,2790.96,1020.88,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201101,0.00,49.00,14.99,0.00,0.00,754.00,1521.45,0.00,1935.76,4030.26,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201102,0.00,105.50,4.75,0.00,0.00,238.92,3275.79,0.00,613.40,8677.44,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201103,0.00,12.50,-2.50,0.00,0.00,-125.75,403.64,0.00,-322.84,1069.23,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201104,0.00,17.00,0.00,0.00,0.00,0.00,548.93,0.00,0.00,1454.09,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201105,0.00,19.50,0.00,0.00,0.00,0.00,629.66,0.00,0.00,1667.95,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201106,0.00,26.00,1.25,0.00,0.00,62.87,840.00,0.00,161.42,2225.13,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201107,0.00,6.00,0.00,6.00,0.00,0.00,195.52,0.00,0.00,517.93,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201108,0.00,2.00,0.00,2.00,0.00,0.00,80.60,0.00,0.00,213.51,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201110,0.00,2.50,0.00,3.00,0.00,0.00,85.18,0.00,0.00,225.64,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201112,0.00,3.00,0.00,3.00,0.00,0.00,102.21,0.00,0.00,270.75,0.00,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201201,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.87,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201202,0.00,1.00,0.00,1.00,0.00,0.00,34.07,0.00,0.00,94.97,159.40,1,BASIC,L
EHSS,246000-HEEN,Crash Recorder Detail-Design,BASIC,C,FFP,LEH246000,HEX,818H,201203,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.93,1,BASIC,L
EHSS,246000-9G28,Crash Recorder Re-Test,BASIC,C,FFP,LEH246000,HEX,9G28,201103,0.00,23.00,0.00,0.00,0.00,0.00,803.85,0.00,0.00,2129.37,0.00,1,BASIC,L
EHSS,248000-3J47,EUROHAWK COMPOSITE MFG. ENG SUSTAINING,BASIC,C,FFP,LEH248000,HDX,3J47,201105,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.00,-0.07,0.00,0.00,1,BASIC,L
EHSS,248000-3D82,PRODUCTION PLANNING,BASIC,C,FFP,LEH248000,H00,3D82,201112,0.00,-42.50,0.00,0.00,0.00,0.00,-1640.08,0.00,0.00,-5790.20,0.00,1,BASIC,L
EHSS,011400-4A1G1400,GH PRODUCTION - Section 1400,BASIC,C,FFP,LG7011400,HHX,4A1G,201101,0.00,0.00,743.00,0.00,0.00,25692.94,0.00,0.00,97703.57,0.00,0.00,1,BASIC,L
EHSS,011400-4A1G1400,GH PRODUCTION - Section 1400,BASIC,C,FFP,LG7011400,HHX,4A1G,201102,743.00,0.00,0.00,0.00,25692.94,0.00,0.00,97703.57,0.00,0.00,0.00,1,BASIC,L
EHSS,011400-3A4A,RBDC - Avionics Development Center,BASIC,C,FFP,LEH253140,HEX,3A4A,201103,0.00,-108.00,0.00,0.00,0.00,0.00,-3353.00,0.00,0.00,-11128.99,0.00,1,BASIC,L
EHSS,011700-3A4A,ASSY LBR ACTUALS (EL SEG L33A4A),BASIC,C,FFP,N/A,HEX,3A4A,201103,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.11,0.00,1,BASIC,L
EHSS,2531LE-4A1G,GH PRODUCTION - Section 1400 ATP Retest,LATE GFE,C,FFP,LEH2531LE,HHX,4A1G,201102,-620.00,0.00,-620.00,0.00,-30545.60,-30545.60,0.00,-77467.29,-77467.29,0.00,0.00,1,LATE GFE,L
EHSS,2531L2-HBEN,LGFE MASS PROPERTIES,LATE GFE,C,CPFF,LEH2531L2,HBX,811H,201101,27.00,0.00,0.00,0.00,1469.88,0.00,0.00,4020.11,0.00,0.00,0.00,2,LATE GFE,L
EHSS,2531L2-HBEN,LGFE MASS PROPERTIES,LATE GFE,C,CPFF,LEH2531L2,HBX,811H,201103,0.00,2.50,0.00,3.00,0.00,0.00,120.38,0.00,0.00,318.88,0.00,2,LATE GFE,L
EHSS,2531L2-HBEN,LGFE MASS PROPERTIES,LATE GFE,C,CPFF,LEH2531L2,HBX,811H,201104,0.00,11.00,0.00,11.00,0.00,0.00,529.66,0.00,0.00,1403.05,0.00,2,LATE GFE,L
EHSS,2531L2-HBEN,LGFE MASS PROPERTIES,LATE GFE,C,CPFF,LEH2531L2,HBX,811H,201105,0.00,-13.50,0.00,0.00,0.00,0.00,-650.04,0.00,0.00,-1721.93,0.00,2,LATE GFE,L
EHSS,2531L2-HBEN,LGFE MASS PROPERTIES,LATE GFE,C,CPFF,LEH2531L2,HBX,811H,201107,0.00,3.00,0.00,3.00,0.00,0.00,144.46,0.00,0.00,382.67,0.00,2,LATE GFE,L
EHSS,2531L2-HBEN,LGFE MASS PROPERTIES,LATE GFE,C,CPFF,LEH2531L2,HBX,811H,201110,0.00,3.00,0.00,3.00,0.00,0.00,150.16,0.00,0.00,397.77,0.00,2,LATE GFE,L
EHSS,2531L2-HBEN,LGFE MASS PROPERTIES,LATE GFE,C,CPFF,LEH2531L2,HBX,811H,201202,0.00,72.40,27.00,72.00,0.00,1469.88,3666.12,0.00,3767.79,10219.56,11476.59,2,LATE GFE,L
EHSS,2531L2-HBEN,LGFE MASS PROPERTIES,LATE GFE,C,CPFF,LEH2531L2,HBX,811H,201203,0.00,29.50,0.00,40.00,0.00,0.00,1518.37,0.00,0.00,4232.56,6307.71,2,LATE GFE,L
EHSS,2531L2-HBEN,LGFE MASS PROPERTIES,LATE GFE,C,CPFF,LEH2531L2,HBX,811H,201204,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,1734.62,2,LATE GFE,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201101,300.00,75.50,300.00,0.00,16332.00,16332.00,2500.35,44667.84,44667.84,6623.33,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201102,100.00,48.50,50.00,0.00,5444.00,2722.00,1675.98,14889.28,7444.64,4439.61,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201103,100.00,118.00,50.00,0.00,5444.00,2722.00,4091.45,14889.28,7444.64,10838.10,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201104,100.00,87.30,150.00,0.00,5444.00,8166.00,2977.68,14889.28,22333.92,7887.76,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201105,0.00,9.00,0.00,0.00,0.00,0.00,319.15,0.00,0.00,845.42,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201106,0.00,70.00,0.00,0.00,0.00,0.00,2453.00,0.00,0.00,6497.91,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201107,0.00,44.00,0.00,44.00,0.00,0.00,1573.02,0.00,0.00,4166.87,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201108,160.00,28.00,125.60,28.00,8710.40,6837.66,1001.00,23822.85,18700.93,2651.61,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201109,160.00,39.00,64.00,39.00,8710.40,3484.16,1386.46,23822.85,9529.14,3672.68,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201110,160.00,93.30,67.20,93.00,8710.40,3658.37,3328.60,23822.85,10005.59,8817.34,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201111,0.00,84.50,76.80,85.00,0.00,4180.99,2889.95,0.00,11434.97,7655.37,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201112,0.00,28.50,0.00,29.00,0.00,0.00,1056.63,0.00,0.00,2798.97,0.00,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201201,0.00,70.00,0.00,70.00,0.00,0.00,2883.83,0.00,0.00,8484.12,11379.10,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201202,0.00,35.40,0.00,35.00,0.00,0.00,1248.57,0.00,0.00,3480.47,5839.25,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201203,0.00,17.10,0.00,62.00,0.00,0.00,790.17,0.00,0.00,2202.65,9776.95,1,JMPS,L
EHSS,2712JM-HJMP,MPET Development,JMPS,C,FFP,LEH2712JM,HJX,819H,201204,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,8673.10,1,JMPS,L
EHSS,2711GM-HDME,GROUND SEGMENT MOD CR20180,Ground Segment Mod,C,FFP,LEH2711GM,HDX,3J47,201201,27.00,0.00,0.00,0.00,1334.61,0.00,0.00,4969.81,0.00,0.00,0.00,1,GSMOD,L
EHSS,2711GM-HDME,GROUND SEGMENT MOD CR20180,Ground Segment Mod,C,FFP,LEH2711GM,HDX,3J47,201202,0.00,8.00,27.00,0.00,0.00,1334.61,222.33,0.00,4969.81,813.37,0.00,1,GSMOD,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201101,10.00,2.58,0.00,0.00,462.90,0.00,118.70,1760.29,0.00,419.06,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201102,6.00,2.03,0.00,0.00,277.74,0.00,102.19,1056.17,0.00,360.78,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201103,13.00,-1.00,15.09,0.00,601.77,698.52,-50.02,2288.37,2465.09,-176.59,0.00,4,BASIC,L
EHSS,283214-3J48,PCR 20035 - SMU PN CHANGE,BASIC,C,CPFF,LEH283214,HEX,3J48,201104,0.00,17.43,19.35,0.00,0.00,895.71,675.93,0.00,3406.16,2386.33,0.00,4,BASIC,L
