ProposalName|Contracts|CAM|Dept|ElementTitle|Month|Hours
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201205|55.4
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201206|56.6
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201207|57.7
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201208|58.5
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201209|59
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201210|59.3
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201211|59.1
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201212|58.4
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201301|57.1
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201302|54.9
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201303|51.4
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201304|45.5
G10-4665 Block 40 AWC|B40 AWC|HBX|L0811H|AV IPT Block 40 AWC ETC|201305|32.2
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|AV IPT Mission Plan Validation|201112|44
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|AV IPT Mission Plan Validation|201201|44
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|AV IPT Mission Plan Validation|201202|44
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|AV IPT Mission Plan Validation|201203|44
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|AV IPT Mission Plan Validation|201204|44
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|AV IPT Mission Plan Validation|201205|44
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|AV IPT Mission Plan Validation|201206|44
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|AV IPT Mission Plan Validation|201207|44
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|AV IPT Mission Plan Validation|201208|44
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|AV Non Destructive Inspection|201112|50.9
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|AV Non Destructive Inspection|201201|50.9
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|AV Non Destructive Inspection|201202|50.9
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|AV Non Destructive Inspection|201203|50.9
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|AV Non Destructive Inspection|201204|50.9
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|AV Non Destructive Inspection|201205|50.9
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|AV Non Destructive Inspection|201206|50.9
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|AV Non Destructive Inspection|201207|50.9
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|AV Non Destructive Inspection|201208|50.9
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|Mass Properties & DaDT Support to MOB|201112|1.7
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|Mass Properties & DaDT Support to MOB|201201|1.7
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|Mass Properties & DaDT Support to MOB|201202|1.7
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|Mass Properties & DaDT Support to MOB|201203|1.7
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|Mass Properties & DaDT Support to MOB|201204|1.7
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|Mass Properties & DaDT Support to MOB|201205|1.7
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|Mass Properties & DaDT Support to MOB|201206|1.7
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|Mass Properties & DaDT Support to MOB|201207|1.7
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HBX|L0811H|Mass Properties & DaDT Support to MOB|201208|1.7
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0814H|Equip. Inst. Design Sup. to MOB|201112|3.5
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0814H|Equip. Inst. Design Sup. to MOB|201201|3.5
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0814H|Equip. Inst. Design Sup. to MOB|201202|3.5
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0814H|Equip. Inst. Design Sup. to MOB|201203|3.5
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0814H|Equip. Inst. Design Sup. to MOB|201204|3.5
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0814H|Equip. Inst. Design Sup. to MOB|201205|3.5
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0814H|Equip. Inst. Design Sup. to MOB|201206|3.5
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0814H|Equip. Inst. Design Sup. to MOB|201207|3.5
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0814H|Equip. Inst. Design Sup. to MOB|201208|3.5
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0815H|Mech. Subsys. Design Sup. to MOB|201112|0.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0815H|Mech. Subsys. Design Sup. to MOB|201201|0.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0815H|Mech. Subsys. Design Sup. to MOB|201202|0.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0815H|Mech. Subsys. Design Sup. to MOB|201203|0.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0815H|Mech. Subsys. Design Sup. to MOB|201204|0.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0815H|Mech. Subsys. Design Sup. to MOB|201205|0.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0815H|Mech. Subsys. Design Sup. to MOB|201206|0.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0815H|Mech. Subsys. Design Sup. to MOB|201207|0.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0815H|Mech. Subsys. Design Sup. to MOB|201208|0.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0818H|Avionics & Elec. Support to MOB|201112|9.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0818H|Avionics & Elec. Support to MOB|201201|9.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0818H|Avionics & Elec. Support to MOB|201202|9.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0818H|Avionics & Elec. Support to MOB|201203|9.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0818H|Avionics & Elec. Support to MOB|201204|9.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0818H|Avionics & Elec. Support to MOB|201205|9.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0818H|Avionics & Elec. Support to MOB|201206|9.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0818H|Avionics & Elec. Support to MOB|201207|9.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HEX|L0818H|Avionics & Elec. Support to MOB|201208|9.4
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|Engine Analysis and GNC Support to MOB|201112|0.8
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|Engine Analysis and GNC Support to MOB|201201|0.8
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|Engine Analysis and GNC Support to MOB|201202|0.8
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|Engine Analysis and GNC Support to MOB|201203|0.8
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|Engine Analysis and GNC Support to MOB|201204|0.8
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|Engine Analysis and GNC Support to MOB|201205|0.8
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|Engine Analysis and GNC Support to MOB|201206|0.8
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|Engine Analysis and GNC Support to MOB|201207|0.8
GHMD O&M Follow-on Contract Option Year 1|GHMD O&M|HJX|L0819H|Engine Analysis and GNC Support to MOB|201208|0.9
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201406|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201407|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201408|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201409|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201410|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201411|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201412|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201501|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201502|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201503|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201504|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201505|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201506|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201507|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201508|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201509|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201510|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201511|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201512|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201601|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201602|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|AV IPT Airworthiness Certification|201603|126.3
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201503|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201504|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201505|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201506|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201507|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201508|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201509|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201510|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201511|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201512|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201601|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201602|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201603|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201604|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201605|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201606|123.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|Air Vehicle IPT FCA Support|201607|123.5
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201507|32
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201508|32
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201509|32
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201510|32
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201511|32
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201512|32
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201601|32
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201602|32
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201603|32
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Flight Test Support (Baseline)|201604|32
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201507|471.6
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201508|471.6
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201509|471.6
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201510|471.6
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201511|471.6
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201512|471.6
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201601|471.6
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201602|471.6
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201603|471.6
NATO AGS December Firm Submittal|NATO|HEX|L0818H|DT-1 Flight Test Support (Baseline)|201604|471.6
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201507|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201508|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201509|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201510|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201511|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201512|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201601|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201602|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201603|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|DT-1 Flight Test Support (Baseline)|201604|237.2
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201502|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201503|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201504|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201505|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201506|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201507|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201508|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201509|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201510|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201511|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201512|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201601|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201602|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201603|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201604|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201605|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201606|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201607|126.3
NATO AGS December Firm Submittal|NATO|HJX|L0819H|Mission Plan Validation|201608|126.2
NATO AGS December Firm Submittal|NATO|HEX|L0815H|DT-1 Section 1400 Support|201506|200
NATO AGS December Firm Submittal|NATO|HEX|L0815H|DT-1 Section 1400 Support|201507|200
NATO AGS December Firm Submittal|NATO|HEX|L0815H|DT-1 Section 1400 Support|201508|200
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201506|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201507|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201508|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201509|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201510|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201511|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201512|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201601|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201602|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201603|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 Weight and Balance Tests|201604|18.1
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201506|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201507|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201508|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201509|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201510|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201511|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201512|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201601|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201602|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201603|2.7
NATO AGS December Firm Submittal|NATO|HBX|L0811H|DT-1 MP-RTIP Weight Measurements|201604|2.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201507|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201508|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201509|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201510|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201511|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201512|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201601|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201602|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201603|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201604|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201605|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 1)|201606|3.7
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201507|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201508|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201509|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201510|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201511|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201512|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201601|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201602|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201603|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201604|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201605|10.6
NATO AGS December Firm Submittal|NATO (Option)|HBX|L0811H|DT-1 Flight Test Support (Option 2)|201606|10.6
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201507|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201508|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201509|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201510|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201511|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201512|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201601|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201602|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201603|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201604|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201605|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 1)|201606|60.1
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201507|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201508|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201509|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201510|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201511|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201512|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201601|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201602|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201603|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201604|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201605|173.7
NATO AGS December Firm Submittal|NATO (Option)|HEX|L0818H|DT-1 Flight Test Support (Option 2)|201606|173.7
NATO AGS December Firm Submittal|NATO (Option)|HJX|L0819H|DT-1 Flight Test Support (Option 1)|201510|222
NATO AGS December Firm Submittal|NATO (Option)|HJX|L0819H|DT-1 Flight Test Support (Option 2)|201603|321
NATO AGS December Firm Submittal|NATO (Option)|HJX|L0819H|DT-1 Flight Test Support (Option 2)|201604|321
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201208|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201209|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201210|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201211|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201212|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201301|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201302|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201303|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201304|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201305|193.8
NATO AGS December Firm Submittal|NATO|HDX|L0813H|Airframe IPT Mod. Design (Baseline)|201306|193.8
