ProposalName|Contracts|CAM|Dept|ElementTitle|Month|Hours
NATO AGS December Firm Submittal|NATO|HEX|L03J4A|RBDC - GH MFG ENG - AV AVIONICS & ELEC|201504|95.1
NATO AGS December Firm Submittal|NATO|HEX|L03J4A|RBDC - GH MFG ENG - AV AVIONICS & ELEC|201505|95.1
NATO AGS December Firm Submittal|NATO|HEX|L03J4A|RBDC - GH MFG ENG - AV AVIONICS & ELEC|201506|95.1
NATO AGS December Firm Submittal|NATO|HEX|L03J4A|RBDC - GH MFG ENG - AV AVIONICS & ELEC|201507|95.1
NATO AGS December Firm Submittal|NATO|HEX|L03J4A|RBDC - GH MFG ENG - AV AVIONICS & ELEC|201508|95.1
NATO AGS December Firm Submittal|NATO|HEX|L03J4A|RBDC - GH MFG ENG - AV AVIONICS & ELEC|201509|95.1
NATO AGS December Firm Submittal|NATO|HEX|L03J4A|RBDC - GH MFG ENG - AV AVIONICS & ELEC|201510|95.1
NATO AGS December Firm Submittal|NATO|HEX|L03J4A|RBDC - GH MFG ENG - AV AVIONICS & ELEC|201511|95.1
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201412|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201501|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201502|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201503|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201504|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201505|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201506|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201507|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201508|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201509|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201510|156.3
NATO AGS December Firm Submittal|NATO|HDX|L03J47|RBDC - GH MFG ENG-COMPOSITE SYSTEMS|201511|156.4
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201412|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201501|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201502|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201503|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201504|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201505|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201506|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201507|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201508|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201509|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201510|58
NATO AGS December Firm Submittal|NATO|HEX|L03J48|RBDC - GH MFG ENG-EQUIPMENT INSTALLATION|201511|57.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201412|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201501|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201502|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201503|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201504|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201505|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201506|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201507|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201508|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201509|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201510|27.9
NATO AGS December Firm Submittal|NATO|SC3|L03J30|Production IE Support to R.B. Elec Fab|201511|27.9
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201412|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201501|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201502|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201503|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201504|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201505|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201506|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201507|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201508|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201509|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201510|55.8
NATO AGS December Firm Submittal|NATO|HHX|L03J3M|UMS IE Support to MPS|201511|55.9
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201412|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201501|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201502|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201503|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201504|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201505|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201506|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201507|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201508|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201509|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201510|107.4
NATO AGS December Firm Submittal|NATO|HHX|L04J3G|UMS IE Support to Palmdale Assembly|201511|107.5
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201412|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201501|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201502|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201503|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201504|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201505|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201506|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201507|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201508|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201509|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201510|15.7
NATO AGS December Firm Submittal|NATO|HHX|L04J4G|PMC & MPS - Mfg Eng Mgmt|201511|15.7
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201412|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201501|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201502|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201503|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201504|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201505|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201506|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201507|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201508|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201509|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201510|10
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|MFG SPT: Manufacturing Support to MPS|201511|10
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201412|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201501|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201502|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201503|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201504|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201505|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201506|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201507|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201508|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201509|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201510|190.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|MFG SPT: Manufacturing Support to PMC|201511|190.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201412|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201501|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201502|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201503|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201504|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201505|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201506|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201507|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201508|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201509|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201510|100.4
NATO AGS December Firm Submittal|NATO|HHX|L04P6B|Tooling Cycles - periodics and Maint.|201511|100.4
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201412|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201501|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201502|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201503|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201504|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201505|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201506|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201507|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201508|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201509|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201510|18.8
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng - Sust. Rework PCR Preparation|201511|18.6
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201412|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201501|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201502|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201503|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201504|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201505|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201506|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201507|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201508|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201509|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201510|20
NATO AGS December Firm Submittal|NATO|H0X|L03J45|Mfg Eng- Sust. Rework PCR Implementation|201511|20
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201412|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201501|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201502|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201503|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201504|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201505|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201506|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201507|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201508|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201509|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201510|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04J35|L04J35 Master Scheduling|201511|44.5
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|PCA Support Mechanic|201608|40
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|PCA Support Mechanic|201609|40
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|NATO-6 Assy and Test of Electrical Comp|201509|227.9
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|NATO-6 Assy and Test of Electrical Comp|201510|227.9
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|NATO-6 Assy and Test of Electrical Comp|201511|227.9
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|NATO-6 Assy and Test of Electrical Comp|201512|227.9
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|NATO-6 Assy and Test of Electrical Comp|201601|227.9
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|NATO-6 Assy and Test of Electrical Comp|201602|227.9
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|NATO-6 Assy and Test of Electrical Comp|201603|227.8
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS|201508|757.8
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS|201509|757.8
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS|201510|757.8
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS|201511|757.8
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS|201512|757.8
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS|201601|757.8
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale|201512|1227
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale|201601|1227
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale|201602|1227
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale|201603|1227
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale|201604|1227
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale|201605|1227
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale|201606|1227
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale|201607|1227
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale|201608|1227
NATO AGS December Firm Submittal|NATO|HHX|L09G0A|L09G07 PMC AV IPT 1100 Test Support|201606|266.3
NATO AGS December Firm Submittal|NATO|HHX|L09G0A|L09G07 PMC AV IPT 1100 Test Support|201607|266.3
NATO AGS December Firm Submittal|NATO|HHX|L09G0A|L09G07 PMC AV IPT 1100 Test Support|201608|266.3
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|Section 1100 - Supervision|201606|70.7
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|Section 1100 - Supervision|201607|70.7
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|Section 1100 - Supervision|201608|70.7
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT1|201508|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT1|201509|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT1|201510|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT1|201511|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT1|201512|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT1|201601|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT2|201508|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT2|201509|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT2|201510|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT2|201511|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT2|201512|9
NATO AGS December Firm Submittal|NATO|HHX|L03M1G|NATO-6 MFG: Assy & Test @ MS -OPT2|201601|9
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT1|201512|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT1|201601|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT1|201602|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT1|201603|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT1|201604|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT1|201605|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT1|201606|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT1|201607|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT1|201608|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT2|201512|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT2|201601|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT2|201602|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT2|201603|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT2|201604|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT2|201605|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT2|201606|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT2|201607|49.6
NATO AGS December Firm Submittal|NATO|HHX|L04A1G|NATO-6 MFG: Assy & Test @ Palmdale -OPT2|201608|49.6
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|HALE Assy and Test of Electrical Comp 6|201509|14
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|HALE Assy and Test of Electrical Comp 6|201510|14
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|HALE Assy and Test of Electrical Comp 6|201511|14
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|HALE Assy and Test of Electrical Comp 6|201512|14
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|HALE Assy and Test of Electrical Comp 6|201601|14
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|HALE Assy and Test of Electrical Comp 6|201602|14
NATO AGS December Firm Submittal|NATO|HEX|L03A4A|HALE Assy and Test of Electrical Comp 6|201603|14
G9-4618 EUROHAWK RE-ENGINE FLAT RATING FADEC CHANGE|EH Misc.|HEX|L03J48|ME Support to Design Engineering|201204|0.8
G9-4618 EUROHAWK RE-ENGINE FLAT RATING FADEC CHANGE|EH Misc.|HEX|L03J48|ME Support to Design Engineering|201205|0.8
G9-4618 EUROHAWK RE-ENGINE FLAT RATING FADEC CHANGE|EH Misc.|HEX|L03J48|ME Support to Design Engineering|201206|0.8
G9-4618 EUROHAWK RE-ENGINE FLAT RATING FADEC CHANGE|EH Misc.|HEX|L03J48|ME Support to Design Engineering|201207|0.8
G9-4618 EUROHAWK RE-ENGINE FLAT RATING FADEC CHANGE|EH Misc.|HEX|L03J48|ME Support to Design Engineering|201208|0.8
G9-4618 EUROHAWK RE-ENGINE FLAT RATING FADEC CHANGE|EH Misc.|HEX|L03J48|ME Support to Design Engineering|201209|0.8
G9-4618 EUROHAWK RE-ENGINE FLAT RATING FADEC CHANGE|EH Misc.|HEX|L03J48|ME Support to Design Engineering|201210|0.8
G9-4618 EUROHAWK RE-ENGINE FLAT RATING FADEC CHANGE|EH Misc.|HEX|L03J48|ME Support to Design Engineering|201211|0.8
G9-4618 EUROHAWK RE-ENGINE FLAT RATING FADEC CHANGE|EH Misc.|HEX|L03J48|ME Support to Design Engineering|201212|0.9
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201209|40
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201210|40
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201211|40
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201212|40
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201301|40
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201302|40
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201303|40
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201304|40
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201305|40
ROK ROM Feb 2011|ROK ROM|SC3|L03D31|ROK|201306|40
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201209|33.2
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201210|33.2
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201211|33.2
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201212|33.2
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201301|33.2
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201302|33.2
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201303|33.2
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201304|33.2
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201305|33.2
ROK ROM Feb 2011|ROK ROM|HDX|L03J47|ROK|201306|33.2
ROK ROM Feb 2011|ROK ROM|HEX|L03J48|ROK|201209|309.4
ROK ROM Feb 2011|ROK ROM|HEX|L03J48|ROK|201210|309.4
