PROJECT,WBS ID,DESCRIPTION,ALIAS,E,IPT,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,EOC,E
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201104,52.78,91.70,52.78,0.00,2831.65,2831.65,5820.17,7651.67,7651.67,15380.35,0.00,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201105,52.82,100.00,52.82,0.00,2833.79,2833.79,6130.27,7657.47,7657.47,16199.82,0.00,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201106,61.73,26.10,61.73,0.00,3311.81,3311.81,1483.70,8949.18,8949.18,3920.82,0.00,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201107,49.85,8.00,49.85,0.00,2674.45,2674.45,459.00,7226.90,7226.90,1212.95,0.00,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201108,52.82,35.70,52.82,0.00,2833.79,2833.79,1805.56,7657.47,7657.47,4771.36,0.00,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201109,61.73,229.30,61.73,0.00,3311.81,3311.81,13051.10,8949.18,8949.18,34488.77,0.00,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201110,326.77,167.70,326.77,0.00,20955.71,20955.71,10003.22,55830.83,55830.83,26434.46,0.00,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201111,0.00,177.50,0.00,40.00,0.00,0.00,9213.57,0.01,0.01,24347.73,5628.52,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201112,0.00,89.70,0.00,99.40,0.00,0.00,4502.84,0.01,0.01,11899.18,13986.86,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201201,0.00,163.70,0.00,99.40,0.00,0.00,7483.64,0.00,0.00,20861.15,16059.73,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201202,0.00,108.00,0.00,99.40,0.00,0.00,4626.99,-0.01,-0.01,12898.05,16059.73,0023,LABOR,L
LT4,4561CZ-0819H,AV IPT Flight Systems SE OP1 OCO,,W,HXX,LT44561CZ,HJX,0819H,201203,0.00,0.00,0.00,125.40,0.00,0.00,0.00,0.00,0.00,0.00,19774.67,0023,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201104,7.67,5.15,7.67,0.00,344.23,344.23,229.41,1294.03,1294.03,813.87,0.00,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201105,7.67,16.63,7.67,0.00,344.23,344.23,727.11,1294.03,1294.03,2579.55,0.00,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201106,8.96,4.22,8.96,0.00,402.12,402.12,218.33,1511.67,1511.67,774.56,0.00,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201107,7.23,1.00,7.23,0.00,324.48,324.48,64.00,1219.79,1219.79,227.05,0.00,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201108,7.67,14.01,7.67,0.00,344.23,344.23,725.01,1294.03,1294.03,2572.10,0.00,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201109,8.96,25.12,8.96,0.00,402.12,402.12,1292.89,1511.67,1511.67,4586.76,0.00,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201110,26.18,8.21,26.18,0.00,1518.60,1518.60,423.27,5674.96,5674.96,1501.63,0.00,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201111,22.61,6.38,22.61,22.61,1014.80,1014.80,322.52,3814.85,3814.85,1144.20,3371.95,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201112,25.12,10.02,25.12,29.17,1127.56,1127.56,511.32,4238.71,4238.71,1814.00,4350.57,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201201,25.12,3.30,25.12,35.57,1299.06,1299.06,168.41,4471.88,4471.88,616.11,6547.97,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201202,43.09,7.80,43.09,69.69,2190.47,2190.47,398.06,7819.95,7819.95,1456.26,12778.43,0024,LABOR,L
LT4,4561NZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561NZ,HDX,03J47,201203,68.71,0.00,0.00,95.26,3470.78,0.00,0.00,12561.42,0.00,0.00,16944.60,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201104,90.72,30.50,90.72,0.00,4867.13,4867.13,1660.58,13151.94,13151.94,4388.24,0.00,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201105,67.15,4.50,67.15,0.00,3602.60,3602.60,260.54,9734.93,9734.93,688.50,0.00,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201106,71.16,5.00,71.16,0.00,3817.73,3817.73,283.13,10316.27,10316.27,748.20,0.00,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201107,83.16,43.00,83.16,0.00,4461.53,4461.53,2992.00,12055.95,12055.95,7906.64,0.00,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201108,71.16,19.00,71.16,0.00,3817.73,3817.73,1290.22,10316.27,10316.27,3409.53,0.00,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201109,67.15,10.70,67.15,0.00,3602.60,3602.60,774.53,9734.93,9734.93,2046.77,0.00,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201110,-335.80,2.00,-335.80,0.00,-16763.03,-16763.03,145.30,-45448.87,-45448.87,383.97,0.00,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201111,64.59,2.00,64.59,64.59,3465.13,3465.13,145.30,9363.48,9363.48,383.97,9088.34,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201112,67.99,0.00,67.99,85.00,3647.52,3647.52,0.00,9856.31,9856.31,0.00,11960.20,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201201,67.99,2.80,67.99,113.33,3898.38,3898.38,161.23,10558.75,10558.75,449.44,18310.43,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201202,106.74,2.50,106.74,148.33,6120.46,6120.46,144.67,16577.24,16577.24,403.28,23965.70,0024,LABOR,L
LT4,4561NZ-0811H,AV IPT Integ. & Analysis SE OP1 BACN,,W,HXX,LT44561NZ,HBX,0811H,201203,223.00,0.00,0.00,412.47,12786.70,0.00,0.00,34632.71,0.00,0.00,65043.71,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201104,142.73,41.50,142.73,0.00,7657.46,7657.46,2591.20,20691.98,20691.98,6847.49,0.00,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201105,142.73,9.00,142.73,0.00,7657.46,7657.46,548.64,20691.98,20691.98,1449.83,0.00,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201106,166.82,9.50,166.82,0.00,8949.89,8949.89,584.44,24184.38,24184.38,1544.44,0.00,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201107,134.70,54.00,134.70,0.00,7226.66,7226.66,2613.00,19527.85,19527.85,6905.10,0.00,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201108,52.73,139.00,52.73,0.00,2828.96,2828.96,7104.22,7644.42,7644.42,18773.58,0.00,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201109,180.00,165.00,180.00,0.00,9657.00,9657.00,7760.76,26095.13,26095.13,20508.55,0.00,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201110,-257.71,144.00,-257.71,0.00,-16007.43,-16007.43,6767.75,-43828.26,-43828.26,17884.42,0.00,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201111,110.33,41.20,110.33,110.33,5919.01,5919.01,1926.75,15994.33,15994.33,5091.62,15524.36,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201112,122.59,259.60,122.59,139.87,6576.69,6576.69,15305.17,17771.51,17771.51,40445.37,19680.81,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201201,122.59,287.70,122.59,99.97,7029.03,7029.03,17088.43,19038.08,19038.08,47635.16,16151.02,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201202,210.23,170.30,210.23,236.01,12054.78,12054.78,9923.06,32650.31,32650.31,27661.20,38026.88,0024,LABOR,L
LT4,4561NZ-0813H,AV IPT Airframe SE OP1 BACN,,W,HXX,LT44561NZ,HDX,0813H,201203,335.27,0.00,0.00,361.00,19224.38,0.00,0.00,52069.15,0.00,0.00,56927.08,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201104,60.00,43.30,60.00,0.00,3219.00,3219.00,2419.06,8698.38,8698.38,6392.60,0.00,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201105,60.00,137.70,60.00,0.00,3219.00,3219.00,6776.81,8698.38,8698.38,17908.36,0.00,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201106,68.00,65.30,68.00,0.00,3648.20,3648.20,3444.11,9858.16,9858.16,9101.39,0.00,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201107,75.00,43.00,75.00,0.00,4023.75,4023.75,2484.00,10872.97,10872.97,6564.21,0.00,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201108,75.00,36.20,75.00,0.00,4023.75,4023.75,1815.98,10872.97,10872.97,4798.90,0.00,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201109,75.00,24.20,75.00,0.00,4023.75,4023.75,1032.51,10872.97,10872.97,2728.51,0.00,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201110,-60.70,2.60,-60.70,0.00,-4055.33,-4055.33,129.65,-11329.75,-11329.75,342.61,0.00,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201111,94.96,41.50,94.96,94.96,5094.79,5094.79,1860.86,13767.13,13767.13,4917.50,13362.58,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201112,99.96,145.10,99.96,115.00,5362.94,5362.94,8138.54,14491.72,14491.72,21506.87,16182.20,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201201,99.96,108.30,99.96,108.30,5731.79,5731.79,5285.60,15524.54,15524.54,14733.97,17512.46,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201202,156.94,71.60,156.94,176.70,8998.92,8998.92,3287.49,24373.52,24373.52,9164.10,28534.23,0024,LABOR,L
LT4,4561NZ-0815H,AV IPT Equip. & Subsys. SE OP1 BACN,,W,HXX,LT44561NZ,HEX,0815H,201203,327.87,0.00,0.00,308.09,18800.29,0.00,0.00,50920.48,0.00,0.00,48584.15,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201104,52.78,18.50,52.78,0.00,2831.65,2831.65,1219.47,7651.67,7651.67,3222.57,0.00,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201105,52.82,18.60,52.82,0.00,2833.79,2833.79,1166.74,7657.47,7657.47,3083.22,0.00,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201106,61.73,6.50,61.73,0.00,3311.81,3311.81,402.33,8949.18,8949.18,1063.20,0.00,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201107,49.85,0.00,49.85,0.00,2674.45,2674.45,0.00,7226.90,7226.90,0.00,0.00,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201108,52.82,12.00,52.82,0.00,2833.79,2833.79,741.42,7657.47,7657.47,1959.27,0.00,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201109,61.73,34.00,61.73,0.00,3311.81,3311.81,2442.32,8949.18,8949.18,6454.06,0.00,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201110,-242.13,0.00,-242.13,0.00,-11825.03,-11825.03,0.00,-32076.10,-32076.10,0.00,0.00,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201111,19.71,5.00,19.71,19.71,1057.68,1057.68,216.60,2858.05,2858.05,572.39,2774.06,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201112,20.75,0.00,20.75,20.75,1113.34,1113.34,0.00,3008.48,3008.48,0.00,2920.06,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201201,20.75,7.20,20.75,20.75,1189.92,1189.92,265.92,3222.88,3222.88,741.27,3352.82,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201202,20.75,0.00,20.75,20.75,1189.91,1189.91,0.00,3222.87,3222.87,0.00,3352.82,0024,LABOR,L
LT4,4561NZ-0819H,AV IPT Flight Systems SE OP1 BACN,,W,HXX,LT44561NZ,HJX,0819H,201203,25.94,0.00,0.00,82.15,1487.39,0.00,0.00,4028.60,0.00,0.00,12954.44,0024,LABOR,L
LT4,4565BZ-0818H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0818H,201109,57.83,16.60,57.83,0.00,3102.65,3102.65,971.22,8383.98,8383.98,2566.54,0.00,0022,LABOR,L
LT4,4565BZ-0818H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0818H,201110,-36.23,5.00,-36.23,0.00,-1835.28,-1835.28,296.15,-4985.32,-4985.32,782.60,0.00,0022,LABOR,L
LT4,4565BZ-0818H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0818H,201111,21.73,1.00,21.73,21.73,1165.71,1165.71,59.23,3149.99,3149.99,156.52,3057.44,0022,LABOR,L
LT4,4565BZ-0818H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0818H,201112,-43.33,-22.60,-43.33,0.00,-2324.56,-2324.56,-1326.65,-6281.41,-6281.41,-3505.80,0.25,0022,LABOR,L
LT4,4565BZ-0818H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0818H,201201,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.28,0.28,0.00,0.29,0022,LABOR,L
LT4,4565BZ-0818H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0818H,201202,0.00,0.00,0.00,0.00,-0.07,-0.07,0.00,-0.20,-0.20,0.00,-0.21,0022,LABOR,L
LT4,4565BZ-0818H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0818H,201203,0.00,0.00,0.00,0.00,-0.03,0.00,0.00,-0.08,0.00,0.00,-0.08,0022,LABOR,L
LT4,4565BZ-0815H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0815H,201109,185.06,204.90,185.06,0.00,9928.48,9928.48,10412.60,26828.72,26828.72,27516.28,0.00,0022,LABOR,L
LT4,4565BZ-0815H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0815H,201110,46.64,26.80,46.64,0.00,1990.05,1990.05,1505.93,5132.69,5132.69,3979.56,0.00,0022,LABOR,L
LT4,4565BZ-0815H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0815H,201111,49.73,18.00,49.73,49.73,2667.95,2667.95,565.02,7209.33,7209.33,1493.12,6997.49,0022,LABOR,L
LT4,4565BZ-0815H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0815H,201112,-281.42,-236.70,-281.42,0.00,-15098.38,-15098.38,-12075.86,-40798.82,-40798.82,-31911.61,-0.54,0022,LABOR,L
LT4,4565BZ-0815H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0815H,201201,0.00,0.00,0.00,0.00,-0.22,-0.22,0.00,-0.60,-0.60,0.00,-0.62,0022,LABOR,L
LT4,4565BZ-0815H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0815H,201202,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.54,0.54,0.00,0.56,0022,LABOR,L
LT4,4565BZ-0815H,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,0815H,201203,0.00,0.00,0.00,0.00,-0.26,0.00,0.00,-0.72,0.00,0.00,-0.73,0022,LABOR,L
LT4,4565BZ-03J48,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,03J48,201109,9.83,2.04,9.83,0.00,329.94,329.94,107.91,1240.31,1240.31,382.83,0.00,0022,LABOR,L
LT4,4565BZ-03J48,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,03J48,201110,20.95,28.74,20.95,0.00,1298.90,1298.90,1520.93,4867.64,4867.64,5395.77,0.00,0022,LABOR,L
LT4,4565BZ-03J48,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,03J48,201111,0.00,13.16,0.00,0.00,0.00,0.00,650.69,0.01,0.01,2308.44,0.00,0022,LABOR,L
LT4,4565BZ-03J48,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,03J48,201112,-30.77,-49.01,-30.77,0.00,-1032.81,-1032.81,-2517.56,-3882.53,-3882.53,-8931.49,-0.57,0022,LABOR,L
LT4,4565BZ-03J48,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,03J48,201201,0.00,0.00,0.00,0.00,-0.24,-0.24,0.00,-0.92,-0.92,0.00,-0.90,0022,LABOR,L
LT4,4565BZ-03J48,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,03J48,201202,0.00,0.00,0.00,0.00,-0.24,-0.24,0.00,-0.92,-0.92,0.00,-0.91,0022,LABOR,L
LT4,4565BZ-03J48,MLG Strut Heater Quick Response,,W,HXX,LT44565BZ,HEX,03J48,201203,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.89,0.00,0.00,0.84,0022,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201105,10.00,86.30,10.00,0.00,536.50,536.50,5864.95,1449.73,1449.73,15498.69,0.00,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201106,40.00,259.50,40.00,0.00,2146.00,2146.00,16448.62,5798.92,5798.92,43467.04,0.00,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201107,75.00,-49.00,75.00,0.00,4023.75,4023.75,-3006.00,10872.97,10872.97,-7943.64,0.00,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201108,75.00,37.00,75.00,0.00,4023.75,4023.75,2498.68,10872.97,10872.97,6603.00,0.00,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201109,75.00,2.00,75.00,0.00,4023.75,4023.75,134.96,10872.97,10872.97,356.64,0.00,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201110,66.30,5.50,66.30,0.00,7555.96,7555.96,368.50,19959.97,19959.97,973.80,0.00,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201111,49.78,5.50,49.78,49.78,2670.57,2670.57,368.50,7216.40,7216.40,973.80,7004.34,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201112,52.40,4.50,52.40,67.00,2811.12,2811.12,301.50,7596.21,7596.21,796.74,9427.40,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201201,52.40,15.70,52.40,87.83,3004.47,3004.47,1049.84,8137.59,8137.59,2926.50,14190.53,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201202,82.26,0.00,82.26,110.04,4717.02,4717.02,0.00,12776.02,12776.02,0.00,17778.36,0037AE,LABOR,L
LT4,4671BZ-0811H,AV IPT RQ4B FSMP OP1,,W,HXX,LT44671BZ,HBX,0811H,201203,171.86,0.00,0.00,310.87,9854.45,0.00,0.00,26690.74,0.00,0.00,49022.46,0037AE,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201104,15.58,0.00,15.58,0.00,835.87,835.87,0.00,2258.68,2258.68,0.00,0.00,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201105,11.53,35.00,11.53,0.00,618.58,618.58,2388.95,1671.54,1671.54,6313.03,0.00,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201106,262.22,362.00,262.22,0.00,14068.10,14068.10,14871.82,38014.80,38014.80,39300.20,0.00,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201107,104.28,152.00,104.28,0.00,5594.62,5594.62,9094.00,15117.78,15117.78,24041.71,0.00,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201108,262.22,268.00,262.22,0.00,14068.10,14068.10,11298.69,38014.80,38014.80,29857.86,0.00,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201109,351.53,12.50,351.53,0.00,18859.58,18859.58,655.68,50962.33,50962.33,1732.70,0.00,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201110,54.14,232.00,54.14,0.00,-3658.34,-3658.34,12077.38,-10906.39,-10906.39,31915.62,0.00,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201111,199.56,683.50,199.56,199.56,10706.45,10706.45,35635.36,28930.94,28930.94,94169.82,28080.79,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201112,210.06,189.50,210.06,400.00,11269.94,11269.94,8591.10,30453.60,30453.60,22702.80,56285.73,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201201,210.06,8.10,210.06,250.17,12045.08,12045.08,372.87,32624.04,32624.04,1039.40,40419.26,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201202,329.80,1.20,329.80,400.00,18910.76,18910.76,74.62,51219.71,51219.71,208.01,64312.01,0022,LABOR,L
LT4,4672BZ-0811H,AV IPT Phase Inspections - Baseline OP1,,W,HXX,LT44672BZ,HBX,0811H,201203,689.01,0.00,0.00,756.20,39507.84,0.00,0.00,107006.80,0.00,0.00,119246.74,0022,LABOR,L
