PROJECT,WBS ID,DESCRIPTION,ALIAS,E,IPT,CHARGE #,RESP,PERF,YYYYMM,BCWS HRS/UTS,ACT HRS/UTS,BCWP HRS/UTS,ETC HRS/UTS,BCWS PRIME,BCWP PRIME,ACT PRIME,BCWS T DLRS,BCWP T DLRS,ACT T DLRS,ETC T DLRS,CLIN,EOC,E
LT4,4522BZ-0819H,AV IPT Flt. Sys. SRA Support OP1,,W,HXX,LT44522BZ,HJX,0819H,201110,-163.14,0.00,-163.14,0.00,-8752.46,-8752.46,0.00,-23650.88,-23650.88,0.00,0.00,0016,LABOR,L
LT4,4522BZ-0819H,AV IPT Flt. Sys. SRA Support OP1,,W,HXX,LT44522BZ,HJX,0819H,201111,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0016,LABOR,L
LT4,4522BZ-0819H,AV IPT Flt. Sys. SRA Support OP1,,W,HXX,LT44522BZ,HJX,0819H,201112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0016,LABOR,L
LT4,4522BZ-0819H,AV IPT Flt. Sys. SRA Support OP1,,W,HXX,LT44522BZ,HJX,0819H,201201,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.01,-0.01,0.00,0.00,0016,LABOR,L
LT4,4522BZ-0819H,AV IPT Flt. Sys. SRA Support OP1,,W,HXX,LT44522BZ,HJX,0819H,201202,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.02,-0.02,0.00,0.00,0016,LABOR,L
LT4,4522BZ-0819H,AV IPT Flt. Sys. SRA Support OP1,,W,HXX,LT44522BZ,HJX,0819H,201203,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0016,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201104,8.79,11.66,8.79,0.00,394.50,394.50,576.12,1482.99,1482.99,2043.89,0.00,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201105,8.79,29.20,8.79,0.00,394.50,394.50,1344.99,1482.99,1482.99,4771.59,0.00,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201106,10.28,27.59,10.28,0.00,461.37,461.37,1384.42,1734.37,1734.37,4911.48,0.00,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201107,8.30,12.00,8.30,0.00,372.50,372.50,616.00,1400.32,1400.32,2185.37,0.00,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201108,8.79,35.18,8.79,0.00,394.50,394.50,1811.81,1482.99,1482.99,6427.72,0.00,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201109,10.28,61.35,10.28,0.00,461.37,461.37,3127.81,1734.37,1734.37,11096.46,0.00,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201110,102.55,-19.20,102.55,0.00,5359.19,5359.19,-1023.24,20074.56,20074.56,-3630.13,0.00,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201111,29.85,25.73,29.85,29.85,1339.45,1339.45,1300.34,5035.27,5035.27,4613.19,4450.67,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201112,33.16,9.52,33.16,34.19,1488.27,1488.27,485.75,5594.71,5594.71,1723.28,5098.79,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201201,33.16,14.00,33.16,42.42,1639.16,1639.16,715.79,6206.53,6206.53,2618.63,7808.96,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201202,33.16,12.00,33.16,56.62,1639.16,1639.16,612.36,6206.51,6206.51,2240.25,10379.88,0022,LABOR,L
LT4,4561BZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561BZ,HDX,03J47,201203,33.16,0.00,0.00,56.61,1639.16,0.00,0.00,6206.53,0.00,0.00,10069.47,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201104,272.06,67.20,272.06,0.00,14596.02,14596.02,3641.46,39441.33,39441.33,9622.90,0.00,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201105,201.28,60.40,201.28,0.00,10798.67,10798.67,3246.83,29180.15,29180.15,8580.06,0.00,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201106,213.38,76.20,213.38,0.00,11447.84,11447.84,4233.07,30934.32,30934.32,11186.29,0.00,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201107,249.39,115.00,249.39,0.00,13379.77,13379.77,6649.00,36154.80,36154.80,17570.61,0.00,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201108,213.38,152.60,213.38,0.00,11447.84,11447.84,7843.42,30934.32,30934.32,20726.98,0.00,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201109,201.38,174.70,201.38,0.00,10804.04,10804.04,9909.56,29194.65,29194.65,26186.95,0.00,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201110,-536.07,168.70,-536.07,0.00,-27126.41,-27126.41,9824.43,-74230.73,-74230.73,25961.99,0.00,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201111,156.53,233.10,156.53,156.53,8397.88,8397.88,12648.95,22692.73,22692.73,33426.05,22025.90,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201112,164.77,116.00,164.77,220.00,8839.86,8839.86,6784.31,23887.06,23887.06,17928.18,30956.73,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201201,164.77,256.50,164.77,254.67,9447.87,9447.87,14698.43,25589.51,25589.51,40972.87,41145.52,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201202,258.69,112.60,258.69,272.00,14833.16,14833.16,6828.63,40175.53,40175.53,19035.27,43947.60,0022,LABOR,L
LT4,4561BZ-0811H,AV IPT Integ. & Analysis SE OP1 Baseline,,W,HXX,LT44561BZ,HBX,0811H,201203,540.44,0.00,0.00,567.00,30989.01,0.00,0.00,83933.58,0.00,0.00,89411.73,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201104,428.28,168.20,428.28,0.00,22977.22,22977.22,8284.11,62089.00,62089.00,21891.55,0.00,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201105,428.28,186.90,428.28,0.00,22977.22,22977.22,8164.14,62089.00,62089.00,21574.52,0.00,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201106,500.56,260.30,500.56,0.00,26855.04,26855.04,12503.83,72567.65,72567.65,33042.56,0.00,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201107,404.19,285.00,404.19,0.00,21684.79,21684.79,15181.00,58596.60,58596.60,40117.23,0.00,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201108,128.28,490.50,128.28,0.00,6882.22,6882.22,27992.74,18597.13,18597.13,73973.47,0.00,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201109,450.00,282.00,450.00,0.00,24142.50,24142.50,15458.05,65237.81,65237.81,40849.37,0.00,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201110,-387.99,278.70,-387.99,0.00,-22646.94,-22646.94,15288.19,-63303.64,-63303.64,40400.49,0.00,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201111,341.06,293.90,341.06,341.06,18297.88,18297.88,16017.68,49444.49,49444.49,42328.24,47991.57,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201112,378.96,206.50,378.96,390.76,20330.98,20330.98,11222.83,54938.33,54938.33,29657.39,54984.37,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201201,378.96,290.80,378.96,452.09,21729.32,21729.32,15718.12,58853.77,58853.77,43815.33,73042.53,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201202,612.96,359.10,612.96,912.35,35147.18,35147.18,22728.23,95195.97,95195.97,63356.48,146915.18,0022,LABOR,L
LT4,4561BZ-0813H,AV IPT Airframe SE OP1 Baseline,,W,HXX,LT44561BZ,HDX,0813H,201203,1158.66,0.00,0.00,1457.84,66437.41,0.00,0.00,179945.41,0.00,0.00,229890.84,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201104,300.00,351.50,300.00,0.00,16095.00,16095.00,19414.19,43491.88,43491.88,51303.84,0.00,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201105,300.00,401.10,300.00,0.00,16095.00,16095.00,19818.17,43491.88,43491.88,52371.40,0.00,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201106,330.00,569.70,330.00,0.00,17704.50,17704.50,30409.74,47841.06,47841.06,80360.63,0.00,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201107,350.00,491.00,350.00,0.00,18777.50,18777.50,28017.00,50740.52,50740.52,74037.58,0.00,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201108,375.00,860.70,375.00,0.00,20118.75,20118.75,46758.42,54364.85,54364.85,123563.57,0.00,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201109,403.00,694.20,403.00,0.00,21620.95,21620.95,36241.49,58424.09,58424.09,95771.58,0.00,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201110,2253.80,943.60,2253.80,0.00,117939.35,117939.35,47692.04,314014.91,314014.91,126030.75,0.00,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201111,601.45,825.20,601.45,601.45,32267.60,32267.60,41321.51,87193.44,87193.44,109196.02,84631.26,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201112,668.27,814.70,668.27,900.00,35852.89,35852.89,44436.87,96881.60,96881.60,117428.65,126642.13,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201201,600.00,574.00,600.00,1.00,34456.79,34456.79,34817.49,92904.30,92904.30,97056.11,1461.78,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201202,600.00,667.70,600.00,718.00,34456.79,34456.79,41806.89,92904.30,92904.30,116539.54,115749.47,0022,LABOR,L
LT4,4561BZ-0815H,AV IPT Equip. & Subsys. SE OP1 Baseline,,W,HXX,LT44561BZ,HEX,0815H,201203,601.70,0.00,0.00,915.68,34681.51,0.00,0.00,92491.39,0.00,0.00,144396.41,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201104,679.27,318.70,679.27,0.00,36442.84,36442.84,17970.01,98475.76,98475.76,47487.46,0.00,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201105,679.29,343.00,679.29,0.00,36443.91,36443.91,19127.87,98478.66,98478.66,50547.21,0.00,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201106,793.92,211.00,793.92,0.00,42593.81,42593.81,12260.71,115096.90,115096.90,32400.09,0.00,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201107,641.08,271.00,641.08,0.00,34393.94,34393.94,15740.00,92939.24,92939.24,41594.45,0.00,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201108,679.29,269.50,679.29,0.00,36443.91,36443.91,15046.14,98478.66,98478.66,39760.85,0.00,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201109,793.92,268.10,793.92,0.00,42593.81,42593.81,15603.59,115096.90,115096.90,41233.97,0.00,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201110,-2375.27,210.20,-2375.27,0.00,-120824.28,-120824.28,12339.61,-328708.14,-328708.14,32608.59,0.00,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201111,424.43,257.70,424.43,424.43,22770.52,22770.52,14838.09,61530.44,61530.44,39211.06,59722.37,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201112,446.77,263.00,446.77,446.77,23968.96,23968.96,15220.57,64768.88,64768.88,40221.80,62865.65,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201201,446.77,351.10,446.77,446.77,25617.53,25617.53,18321.17,69384.96,69384.96,51071.50,72182.40,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201202,446.77,250.30,446.77,446.77,25617.53,25617.53,14303.74,69384.95,69384.95,39872.65,72182.40,0022,LABOR,L
LT4,4561BZ-0819H,AV IPT Flight Systems SE OP1 Baseline,,W,HXX,LT44561BZ,HJX,0819H,201203,558.46,0.00,0.00,754.93,32021.91,0.00,0.00,86731.19,0.00,0.00,119046.44,0022,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201104,6.78,22.67,6.78,0.00,304.29,304.29,1062.93,1143.87,1143.87,3770.93,0.00,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201105,6.78,21.69,6.78,0.00,304.29,304.29,993.34,1143.87,1143.87,3524.05,0.00,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201106,7.92,7.21,7.92,0.00,355.45,355.45,372.68,1336.21,1336.21,1322.15,0.00,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201107,6.40,1.00,6.40,0.00,287.23,287.23,70.00,1079.76,1079.76,248.34,0.00,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201108,6.78,12.77,6.78,0.00,304.29,304.29,660.40,1143.87,1143.87,2342.89,0.00,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201109,7.92,4.59,7.92,0.00,355.45,355.45,236.50,1336.21,1336.21,839.03,0.00,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201110,34.84,7.49,34.84,0.00,1871.09,1871.09,386.23,6999.04,6999.04,1370.22,0.00,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201111,21.53,5.57,21.53,27.93,966.11,966.11,281.11,3631.81,3631.81,997.29,4164.57,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201112,23.92,7.41,23.92,36.30,1073.45,1073.45,378.41,4035.32,4035.32,1342.48,5413.02,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201201,23.92,12.70,23.92,45.55,1182.29,1182.29,573.71,4476.62,4476.62,2098.85,8384.57,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201202,41.02,6.20,41.02,79.48,2027.62,2027.62,316.41,7677.38,7677.38,1157.55,14580.65,0023,LABOR,L
LT4,4561CZ-03J47,Manufacturing Engineering Support,,W,HXX,LT44561CZ,HDX,03J47,201203,65.42,0.00,0.00,105.30,3233.55,0.00,0.00,12243.54,0.00,0.00,18729.19,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201104,90.72,8.50,90.72,0.00,4867.13,4867.13,510.61,13151.94,13151.94,1349.34,0.00,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201105,67.15,0.00,67.15,0.00,3602.60,3602.60,0.00,9734.93,9734.93,0.00,0.00,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201106,71.16,2.00,71.16,0.00,3817.73,3817.73,139.65,10316.27,10316.27,369.04,0.00,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201107,83.16,23.00,83.16,0.00,4461.53,4461.53,1494.00,12055.95,12055.95,3948.04,0.00,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201108,71.16,29.50,71.16,0.00,3817.73,3817.73,1945.16,10316.27,10316.27,5140.27,0.00,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201109,67.15,62.30,67.15,0.00,3602.60,3602.60,3921.33,9734.93,9734.93,10362.49,0.00,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201110,-297.70,27.50,-297.70,0.00,-14237.87,-14237.87,1920.71,-38677.12,-38677.12,5075.66,0.00,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201111,59.95,42.50,59.95,59.95,3216.18,3216.18,2853.15,8690.75,8690.75,7539.72,8435.38,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201112,63.10,7.00,63.10,55.00,3385.46,3385.46,469.00,9148.17,9148.17,1239.38,7739.57,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201201,63.10,0.00,63.10,97.00,3618.30,3618.30,0.00,9800.14,9800.14,0.00,15672.38,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201202,99.07,0.00,99.07,200.00,5680.73,5680.73,0.00,15386.23,15386.23,0.00,32137.76,0023,LABOR,L
LT4,4561CZ-0811H,AV IPT Integ. & Analysis SE OP1 OCO,,W,HXX,LT44561CZ,HBX,0811H,201203,206.98,0.00,0.00,442.70,11868.03,0.00,0.00,32144.49,0.00,0.00,69810.00,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201104,142.73,60.00,142.73,0.00,7657.46,7657.46,3698.64,20691.98,20691.98,9774.01,0.00,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201105,142.73,3.50,142.73,0.00,7657.46,7657.46,216.93,20691.98,20691.98,573.26,0.00,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201106,166.82,26.50,166.82,0.00,8949.89,8949.89,1681.49,24184.38,24184.38,4443.50,0.00,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201107,134.70,166.00,134.70,0.00,7226.66,7226.66,9564.00,19527.85,19527.85,25273.78,0.00,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201108,52.73,235.00,52.73,0.00,2828.96,2828.96,14618.18,7644.42,7644.42,38629.93,0.00,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201109,160.00,176.80,160.00,0.00,8584.00,8584.00,10635.89,23195.67,23195.67,28106.35,0.00,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201110,-104.91,27.00,-104.91,0.00,-977.83,-977.83,1511.48,-3500.39,-3500.39,3994.23,0.00,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201111,110.04,218.90,110.04,110.04,5903.57,5903.57,11571.91,15952.62,15952.62,30579.87,15483.87,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201112,122.27,142.80,122.27,95.04,6559.53,6559.53,8967.45,17725.16,17725.16,23697.34,13372.69,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201201,122.27,155.70,122.27,79.12,7010.69,7010.69,8418.37,18988.43,18988.43,23466.78,12782.40,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201202,209.69,34.60,209.69,200.64,12023.34,12023.34,1887.85,32565.15,32565.15,5262.51,32341.95,0023,LABOR,L
LT4,4561CZ-0813H,AV IPT Airframe SE OP1 OCO,,W,HXX,LT44561CZ,HDX,0813H,201203,334.40,0.00,0.00,325.43,19174.24,0.00,0.00,51933.34,0.00,0.00,51317.25,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201104,61.00,150.60,61.00,0.00,3272.65,3272.65,7572.22,8843.35,8843.35,20010.31,0.00,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201105,61.00,48.20,61.00,0.00,3272.65,3272.65,2995.80,8843.35,8843.35,7916.69,0.00,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201106,75.00,67.30,75.00,0.00,4023.75,4023.75,4341.24,10872.97,10872.97,11472.14,0.00,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201107,86.00,20.00,86.00,0.00,4613.90,4613.90,1411.00,12467.67,12467.67,3728.70,0.00,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201108,90.00,71.90,90.00,0.00,4828.50,4828.50,4158.77,13047.56,13047.56,10989.94,0.00,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201109,95.00,134.60,95.00,0.00,5096.75,5096.75,7631.78,13772.43,13772.43,20167.70,0.00,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201110,37.80,13.20,37.80,0.00,3818.29,3818.29,815.68,9724.49,9724.49,2155.51,0.00,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201111,76.39,117.30,76.39,76.39,4098.31,4098.31,7169.76,11074.44,11074.44,18946.77,10749.02,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201112,80.41,322.20,80.41,120.00,4314.01,4314.01,18759.27,11657.31,11657.31,49573.15,16885.58,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201201,80.41,132.40,80.41,132.40,4610.72,4610.72,7495.13,12488.12,12488.12,20893.18,21256.08,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201202,126.24,218.30,126.24,44.04,7238.84,7238.84,12023.82,19606.35,19606.35,33517.21,7181.15,0023,LABOR,L
LT4,4561CZ-0815H,AV IPT Equip. & Subsys. SE OP1 OCO,,W,HXX,LT44561CZ,HEX,0815H,201203,263.75,0.00,0.00,11.26,15123.18,0.00,0.00,40961.05,0.00,0.00,1774.93,0023,LABOR,L
